,playerName,Pos,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,dummy,SOS,NBAGP,NBATRB,NBAAST,NBASTL,NBABLK,NBAPTS
1276,Mark Bryant,PF,Seton Hall,,118,109,31.1,6.2,11.8,.521,7.0,13.1,.535,0.0,0.0,.667,3.8,5.4,.705,,,7.7,0.7,0.6,0.9,2.2,3.2,16.2,,5.48,56,3.2,0.6,0.4,0.1,5.0
1277,Randolph Keys,SF,Southern Miss,,121,75,28.4,5.7,12.0,.476,6.7,13.6,.490,0.5,1.7,.294,1.7,2.4,.698,,,6.0,0.9,1.0,0.6,1.4,3.2,13.4,,5.42,42,1.3,0.5,0.3,0.1,4.0
1278,Jerome Lane,PF,Pitt,,93,81,31.9,4.7,8.9,.525,5.3,9.6,.549,0.1,0.2,.267,3.7,5.8,.628,,,10.4,2.2,1.1,0.4,2.3,2.8,13.1,,7.32,54,3.7,1.1,0.4,0.1,4.8
1279,Brian Shaw,SG,UCSB,,59,58,35.4,4.7,10.4,.451,3.9,8.4,.468,0.7,2.0,.379,2.0,2.7,.728,,,8.2,6.4,1.5,0.3,3.5,2.7,12.1,,,82,4.6,5.8,1.0,0.3,8.6
1280,David Rivers,PG,Notre Dame,,118,27,35.6,6.0,13.5,.442,5.2,11.3,.458,1.1,2.8,.406,4.9,6.1,.813,,,3.3,5.0,1.7,0.1,,2.4,17.4,,4.23,47,0.9,2.3,0.5,0.2,2.9
1281,Rolando Ferreira,C,Houston,,61,30,30.9,5.2,10.3,.508,5.2,10.0,.519,0.0,0.3,.158,1.9,2.7,.709,,,6.2,1.2,1.0,1.6,1.5,2.5,12.5,,3.55,12,1.1,0.1,0.0,0.1,0.8
1282,Shelton Jones,SF,St. John's (NY),,127,66,27.8,4.0,7.6,.529,6.2,11.6,.534,0.0,0.1,.125,2.7,3.7,.746,,,5.9,1.0,0.7,0.9,1.8,1.8,10.8,,7.42,51,2.2,0.8,0.4,0.3,4.8
1283,Andrew Lang,C,Arkansas,,121,86,21.7,2.9,5.9,.489,3.7,7.1,.515,0.0,0.0,,1.1,2.0,.575,2.9,4.5,5.7,0.3,0.4,2.1,1.4,2.9,6.9,,3.74,62,2.4,0.1,0.3,0.8,2.6
1284,Vinny Del Negro,SG,NC State,,103,53,22.1,3.3,6.6,.502,3.8,7.2,.525,1.0,2.2,.447,1.8,2.2,.825,,,2.9,2.6,0.9,0.1,1.1,1.5,9.1,,7.95,80,2.1,2.6,0.8,0.2,7.1
1285,Fennis Dembo,SF,Wyoming,,129,,35.2,6.4,12.6,.506,4.6,8.2,.561,2.2,5.5,.396,4.0,5.3,.770,,,7.4,3.2,1.4,0.7,3.1,3.2,17.9,,2.68,31,0.7,0.2,0.0,0.0,1.2
1286,Everette Stephens,PG,Purdue,,119,63,22.6,3.2,6.4,.499,3.0,5.4,.555,1.4,3.1,.447,1.7,2.3,.722,,,2.0,4.0,1.3,0.8,2.4,2.0,8.8,,9.11,35,0.7,1.1,0.3,0.1,1.9
1287,Charles Shackleford,C,NC State,,94,93,30.8,5.9,11.6,.511,6.6,13.0,.507,0.0,0.0,.000,1.9,3.3,.568,,,7.8,0.9,0.8,1.1,2.1,2.7,13.7,,8.34,60,2.6,0.4,0.3,0.3,3.1
1288,Grant Long,PF,Eastern Michigan,,114,,28.6,4.8,8.7,.549,6.9,12.5,.552,0.0,0.0,,3.4,4.7,.725,,,7.6,1.9,1.5,0.6,1.9,3.0,12.9,,-1.01,82,6.7,1.8,1.5,0.6,11.9
1289,Tom Tolbert,SF,Arizona,,68,21,27.0,5.1,9.6,.530,5.0,9.4,.533,0.1,0.3,.450,3.7,4.8,.766,,,6.0,0.8,0.7,0.4,2.1,2.8,14.0,,,14,1.5,0.5,0.1,0.3,2.9
1290,Sylvester Gray,SF,Memphis,,39,36,28.8,5.5,10.2,.543,5.5,10.1,.544,0.0,0.0,.000,1.5,3.0,.517,,,7.6,1.0,1.2,1.4,2.1,2.6,12.6,,5.32,55,5.2,2.1,0.7,0.5,8.0
1291,Ledell Eackles,SG,New Orleans,,59,27,31.9,8.5,17.6,.482,6.9,13.2,.524,1.5,4.3,.352,4.6,5.9,.776,,,4.5,1.6,0.9,0.2,2.9,1.8,23.0,,-0.96,80,2.3,1.5,0.5,0.1,11.5
1292,Greg Butler,C,Stanford,,117,41,21.9,3.6,7.2,.503,3.8,7.3,.526,0.0,0.1,.500,1.6,2.3,.701,,,4.2,0.7,0.3,0.4,1.3,1.6,8.9,,4.91,33,0.8,0.1,0.0,0.1,1.7
1293,Dean Garrett,C,Indiana,,63,61,30.3,5.5,10.2,.538,5.5,10.2,.538,0.0,0.0,,2.5,3.8,.672,,,8.5,0.5,0.5,3.0,1.2,2.8,13.6,,9.38,68,7.3,0.6,0.6,1.4,8.0
1294,Tito Horford,C,Miami (FL),,55,52,32.1,5.7,11.1,.511,5.7,11.1,.511,0.0,0.0,,2.9,5.1,.565,,,9.3,1.5,0.4,2.3,3.4,2.4,14.2,,-0.43,25,0.9,0.1,0.0,0.3,1.7
1295,Orlando Graham,PF,West Texas A&M,,51,26,30.6,4.7,9.4,.499,,,,,,,3.0,5.2,.579,7.6,1.0,0.7,0.9,2.8,3.5,12.4,,3.29,7,1.6,0.0,0.0,0.0,1.1,,
1296,Keith Smart,PG,Indiana,,63,52,26.0,4.7,9.0,.518,4.3,8.1,.538,0.3,1.0,.344,2.4,2.9,.856,,,3.0,3.1,0.9,0.1,2.3,2.7,12.1,,9.38,2,0.5,1.0,0.0,0.0,1.0
1297,Todd Mitchell,SF,Purdue,,124,100,27.9,4.9,9.0,.541,5.7,10.5,.545,0.0,0.1,.333,3.9,5.3,.744,,,6.0,1.8,0.6,0.4,2.1,3.0,13.7,,9.11,24,2.1,0.9,0.7,0.1,5.1
1298,Anthony Taylor,PG,Oregon,,115,60,36.0,6.2,13.2,.470,6.4,13.4,.477,1.0,2.6,.403,3.9,5.0,.795,,,4.0,2.6,1.3,0.2,2.6,2.9,16.9,,5.25,21,1.6,2.0,1.0,0.2,6.9
1299,Tom Garrick,SG,Rhode Island,,120,99,30.3,4.9,10.3,.474,6.4,13.3,.477,0.8,1.8,.444,2.9,3.8,.784,,,3.8,3.4,1.7,0.4,2.2,2.7,13.1,,-0.35,71,2.2,3.4,1.1,0.1,6.4
1300,Morlon Wiley,PG,Long Beach State,,113,24,28.3,4.8,10.6,.448,3.6,7.7,.470,1.1,2.9,.390,2.0,2.6,.780,,,2.8,3.8,1.7,0.2,2.4,2.5,12.7,,3.62,51,0.9,1.5,0.5,0.1,2.2
1301,Vernon Maxwell,SG,Florida,,130,47,32.3,7.1,15.3,.462,5.9,11.8,.499,1.5,4.1,.375,3.9,5.4,.715,,,3.7,3.0,1.6,0.2,2.4,2.3,18.8,,8.11,79,2.6,3.8,1.1,0.1,11.7
1302,Micheal Williams,PG,Baylor,,115,50,34.0,5.7,11.8,.485,5.4,10.3,.522,0.8,2.3,.349,4.2,5.7,.738,,,2.9,4.0,2.5,0.2,3.0,2.5,16.1,,3.07,49,0.6,1.4,0.3,0.1,2.6
1303,Steve Kerr,PG,Arizona,,129,33,32.1,4.3,7.8,.548,1.0,1.9,.521,3.0,5.2,.573,1.7,2.1,.815,,,2.2,3.4,1.0,0.1,1.3,1.1,11.2,,5.32,26,0.7,0.9,0.3,0.0,2.1
1304,Rob Lock,PF,Kentucky,,117,63,16.3,2.2,4.1,.538,3.5,6.1,.563,0.0,0.0,,1.5,2.5,.622,,,4.1,0.4,0.4,0.7,1.4,2.5,5.9,,9.67,20,1.6,0.2,0.2,0.2,1.5
1305,Anthony Mason,PF,Tennessee State,,111,,33.6,7.1,15.3,.461,7.6,16.9,.453,1.0,2.4,.438,4.1,5.7,.713,,,8.1,2.4,1.3,0.4,3.0,2.5,18.7,,-5.22,21,1.6,0.3,0.1,0.1,1.8
1306,Barry Sumpter,PF,Austin Peay,,29,,,6.5,11.7,.559,6.5,11.7,.559,0.0,0.0,,2.3,4.0,.573,,,9.5,1.2,1.0,1.5,,,15.3,,,1,0.0,0.0,0.0,0.0,0.0
1307,Armen Gilliam,PF,UNLV,,107,,30.9,6.7,11.5,.580,9.2,,,0.0,,,4.0,5.6,.712,,,8.3,0.5,1.1,0.9,1.8,2.5,17.3,,3.54,55,7.9,1.3,1.1,0.5,14.8
1308,Dennis Hopson,SG,Ohio State,,125,96,28.9,6.4,12.3,.519,8.2,14.9,.550,2.0,4.8,.419,3.5,4.4,.793,,,5.7,2.1,1.3,0.5,2.2,1.8,16.8,,8.58,61,2.3,1.9,0.9,0.4,9.6
1309,Reggie Williams,SF,Georgetown,,138,75,29.2,5.9,12.0,.490,6.1,11.4,.532,2.3,5.9,.386,3.1,4.0,.768,,,6.4,2.4,1.5,0.5,2.3,2.7,15.3,,6.58,35,3.4,1.7,0.8,0.6,10.4
1310,Kenny Smith,PG,UNC,,127,68,33.2,4.9,9.7,.512,3.6,5.9,.602,2.6,6.3,.408,2.3,2.8,.823,,,2.2,6.0,1.5,0.0,2.9,1.5,12.9,,8.49,61,2.3,7.1,1.5,0.1,13.8
1311,Kevin Johnson,PG,California,,118,71,32.3,5.1,10.7,.477,4.8,9.6,.503,1.4,3.6,.387,3.4,4.5,.757,,,3.6,4.4,1.3,0.4,2.7,2.2,14.0,,3.96,80,2.4,5.5,1.3,0.3,9.2
1312,Olden Polynice,C,Virginia,,95,84,31.9,4.7,8.1,.578,,,,,,,2.8,4.6,.612,7.0,0.5,0.3,0.9,2.3,2.3,12.1,,9.20,82,4.0,0.4,0.4,0.3,4.1,,
1313,Derrick McKey,SF,Alabama,,99,77,30.7,5.0,8.7,.580,6.8,11.4,.603,0.6,1.5,.420,2.1,2.7,.797,,,6.5,1.3,0.7,1.9,1.8,2.7,12.4,,8.41,82,4.0,1.3,0.9,0.8,8.5
1314,Horace Grant,PF,Clemson,,122,94,27.6,5.4,9.0,.598,8.2,12.5,.657,0.0,0.1,.500,3.1,4.4,.704,,,8.0,1.7,0.9,0.7,1.8,2.8,13.9,,5.45,81,5.5,1.1,0.6,0.7,7.7
1315,Reggie Miller,SG,UCLA,,122,93,31.4,6.3,11.5,.547,5.6,9.3,.597,2.2,4.9,.439,4.0,4.8,.836,,,4.2,2.0,1.3,0.2,1.8,2.1,17.2,,5.40,82,2.3,1.6,0.6,0.2,10.0
1316,Muggsy Bogues,PG,Wake Forest,,119,,30.0,3.2,6.9,.473,4.3,8.2,.519,1.2,2.7,.443,1.5,2.0,.749,,,2.4,6.6,2.3,0.0,2.5,2.3,8.3,,7.59,79,1.7,5.1,1.6,0.0,5.0
1317,Joe Wolf,C,UNC,,128,68,24.9,4.0,7.3,.551,5.6,9.7,.571,0.7,1.2,.575,1.5,1.9,.765,,,5.5,1.9,0.7,0.3,1.6,2.2,9.6,,8.49,42,4.5,2.3,0.9,0.4,7.6
1318,Tellis Frank,PF,Western Kentucky,,122,79,24.3,4.3,8.9,.483,7.4,14.3,.518,0.0,0.0,,2.2,3.1,.711,,,5.4,1.5,0.8,0.5,1.9,3.0,10.8,,3.44,78,4.2,1.4,0.7,0.3,8.1
1319,José Ortiz,PF,Oregon State,,52,52,35.9,7.4,13.3,.557,8.2,14.1,.584,0.0,0.1,.500,5.0,7.1,.703,,,8.7,1.5,0.9,1.4,2.5,2.7,19.8,,4.43,51,1.1,0.2,0.2,0.1,2.8
1320,Chris Welp,C,Washington,,129,89,31.9,6.4,11.2,.569,8.0,13.5,.594,0.0,0.0,,3.4,4.7,.722,,,7.7,1.5,0.8,1.4,2.4,3.6,16.1,,4.76,10,2.4,0.5,0.5,0.5,4.8
1321,Ronnie Murphy,SF,Jacksonville,,114,82,33.9,6.8,14.9,.453,5.8,12.5,.463,2.3,4.8,.476,2.9,3.9,.740,,,4.8,3.6,1.8,0.7,3.0,2.7,17.0,,3.92,18,0.6,0.3,0.3,0.1,2.0
1322,Mark Jackson,PG,St. John's (NY),,131,79,30.4,3.5,7.0,.510,4.9,9.1,.540,1.6,3.9,.419,2.7,3.5,.751,,,2.6,5.6,1.3,0.2,2.3,1.7,10.1,,6.03,82,4.8,10.6,2.5,0.1,13.6
1323,Ken Norman,SF,Illinois,,92,64,28.1,6.1,10.0,.609,8.2,14.2,.581,0.0,0.1,.250,3.0,4.1,.736,,,6.9,1.4,0.8,1.0,1.8,1.8,15.1,,8.74,66,4.0,1.2,0.7,0.5,8.6
1324,Jim Farmer,SG,Alabama,,111,76,26.5,4.1,8.6,.473,4.8,9.9,.488,1.1,2.8,.387,2.3,2.9,.785,,,3.5,1.7,0.8,0.1,1.6,2.5,10.8,,8.31,30,0.6,0.5,0.1,0.0,2.0
1325,Dallas Comegys,PF,DePaul,,118,55,29.0,5.1,10.0,.514,6.5,12.2,.533,0.0,0.0,.000,3.4,5.0,.679,,,6.1,1.5,0.8,2.5,2.5,2.4,13.7,,5.12,75,2.9,0.9,0.5,0.9,5.6
1326,Reggie Lewis,SG,Northeastern,,122,31,34.3,8.5,17.2,.497,7.5,14.3,.524,1.0,3.1,.330,4.9,6.4,.756,,,7.9,1.7,1.9,1.3,2.7,2.7,22.2,,-4.20,49,1.3,0.5,0.3,0.3,4.5
1327,Greg Anderson,PF,Houston,,123,60,28.1,5.5,10.0,.550,7.2,13.6,.526,0.0,0.0,,2.5,4.4,.576,,,8.5,0.5,1.1,1.8,2.0,2.6,13.5,,4.60,82,6.3,1.0,0.7,1.5,11.7
1328,Steve Alford,PG,Indiana,,125,120,37.0,7.2,13.5,.533,3.9,9.0,.438,3.1,5.9,.530,4.3,4.8,.898,,,2.8,3.1,1.4,0.1,1.8,1.7,19.5,,9.68,28,0.8,0.8,0.6,0.1,2.1
1329,Nate Blackwell,PG,Temple,,129,98,35.4,4.8,11.2,.433,4.1,9.1,.452,1.6,3.9,.405,2.7,3.3,.828,,,3.4,4.1,1.2,0.1,1.8,1.7,13.2,,0.78,10,0.6,1.8,0.3,0.0,3.7
1330,Rickie Winslow,SF,Houston,,124,60,33.0,5.1,9.3,.547,5.2,10.0,.522,0.1,0.3,.375,2.3,3.6,.630,,,7.8,1.6,1.7,0.8,2.0,3.3,12.5,,4.60,7,1.0,0.3,0.1,0.0,1.0
1331,Nikita Wilson,SF,LSU,,110,47,29.0,5.1,9.4,.543,6.3,12.3,.513,0.0,0.0,,2.3,3.3,.707,,,6.4,0.6,0.6,0.7,1.9,2.1,12.6,,9.19,15,0.7,0.2,0.0,0.0,1.3
1332,Andre Moore,PF-SF,Loyola (IL),,85,83,37.3,7.0,13.5,.519,8.9,17.2,.515,0.0,0.3,.000,2.4,3.4,.708,,,10.9,0.8,0.8,2.1,1.8,2.9,16.5,,3.02,10,1.4,0.6,0.2,0.1,2.4
1333,Tony White,PG,Tennessee,,127,99,31.8,6.7,13.4,.496,8.0,15.9,.500,1.0,2.3,.412,3.9,4.7,.840,,,2.2,1.9,0.7,0.0,2.2,2.4,17.5,,7.85,49,0.6,1.2,0.4,0.0,5.3
1334,Brian Rowsom,PF,UNC Wilmington,,115,30,32.7,6.7,12.5,.538,8.4,16.3,.518,0.0,0.1,.250,3.7,5.0,.742,,,8.8,1.3,1.0,0.8,1.9,2.8,17.2,,-2.71,4,1.3,0.3,0.3,0.0,1.5
1335,Doug Lee,SG,Purdue,,62,60,30.5,3.9,7.9,.492,2.6,4.7,.542,1.2,3.1,.383,1.5,2.1,.705,,,5.0,3.5,1.1,0.1,2.0,2.8,9.9,,,46,0.8,0.5,0.2,0.0,2.6
1336,Duane Washington,SG,Middle Tennessee,,63,29,27.8,2.7,6.1,.441,3.6,7.2,.500,0.1,0.4,.250,1.9,2.4,.800,,,3.4,7.2,2.1,0.1,2.9,2.3,7.3,,-2.04,15,1.5,2.3,0.8,0.0,3.6
1337,Norris Coleman,SF,Kansas State,,47,40,34.1,8.7,16.9,.515,8.1,15.3,.528,0.1,0.7,.077,4.0,5.3,.747,,,8.2,0.6,0.9,1.1,1.6,2.3,21.3,,8.69,29,2.8,0.4,0.4,0.2,5.3
1338,Vincent Askew,SG,Memphis,,103,33,33.3,4.4,8.9,.492,5.0,10.1,.496,0.5,1.2,.381,2.4,3.2,.751,,,5.0,3.9,1.1,0.1,2.3,1.6,11.4,,5.17,14,1.6,2.4,0.7,0.4,3.7
1339,Winston Garland,PG,Missouri State,,66,32,32.2,7.3,15.0,.484,6.4,12.7,.502,1.7,3.3,.504,3.5,4.6,.761,,,3.0,4.4,2.1,0.2,2.5,2.3,18.9,,-2.14,67,3.4,6.4,1.7,0.1,12.4
1340,Kannard Johnson,SF,Western Kentucky,,126,,,5.5,10.3,.536,5.9,,,0.0,,,2.8,3.7,.747,,,6.7,,,,,,13.8,,3.44,4,0.0,0.0,0.3,0.0,0.5
1341,Brad Lohaus,PF,Iowa,,115,49,17.9,2.4,5.2,.467,2.4,4.2,.569,0.5,1.3,.356,1.2,1.8,.695,,,4.6,1.0,0.4,0.6,1.4,1.6,6.3,,8.27,70,2.0,0.7,0.3,0.6,4.2
1342,Phil Zevenbergen,C,Washington,,66,39,24.6,3.8,7.6,.501,6.0,11.6,.516,0.0,0.0,.000,2.5,3.5,.721,,,6.2,0.7,0.5,0.5,1.8,2.3,10.1,,4.90,8,1.6,0.4,0.4,0.1,3.8
1343,Donald Royal,SF,Notre Dame,,117,28,26.1,2.8,5.1,.560,4.7,8.2,.576,0.0,0.0,,3.8,4.9,.780,,,4.9,0.7,0.8,0.2,,2.4,9.5,,3.87,66,2.1,0.7,0.5,0.1,5.9
1344,Winston Crite,SF,Texas A&M,,123,56,32.9,5.0,8.9,.562,6.5,11.6,.562,0.0,0.0,.000,2.8,4.2,.672,,,7.4,1.3,0.9,1.6,2.4,3.3,12.8,,3.18,29,2.2,0.5,0.2,0.3,3.0
1345,Darryl Johnson,PG,Michigan State,,107,64,28.5,5.5,10.2,.536,8.4,15.4,.542,0.5,1.3,.371,1.9,2.3,.830,,,2.4,2.7,1.3,0.1,2.2,2.0,12.9,,7.56,11,0.2,0.1,0.0,0.0,1.1
1346,Brad Daugherty,C,UNC,,135,34,29.4,5.6,9.1,.620,3.1,5.6,.561,0.0,0.0,.000,2.9,4.1,.700,7.4,1.6,0.7,1.1,2.1,3.0,14.2,,8.23,80,8.1,3.8,0.6,0.8,15.7,,
1347,Chris Washburn,C,NC State,,41,40,33.3,6.7,12.1,.550,,,,,,,3.1,4.9,.634,6.6,1.1,0.9,0.9,2.4,2.0,16.4,,8.58,35,2.9,0.5,0.2,0.2,3.8,,
1348,Chuck Person,SF,Auburn,,126,84,32.8,8.1,15.1,.536,,,,,,,2.2,2.9,.757,7.5,1.4,1.0,0.3,2.1,2.2,18.3,,9.02,82,8.3,3.6,1.1,0.2,18.8,,
1349,Kenny Walker,SF,Kentucky,,132,103,30.9,5.8,10.1,.571,,,,,,,4.2,5.6,.750,7.1,1.2,0.9,0.9,1.4,2.5,15.8,,9.96,68,5.0,1.1,0.7,0.7,10.4,,
1350,William Bedford,C,Memphis,,93,,30.3,5.5,9.7,.567,,,,,,,2.1,3.4,.626,7.3,0.7,0.3,2.5,1.6,2.5,13.2,,5.33,50,4.9,1.1,0.4,0.7,6.7,,
1351,Roy Tarpley,PF,Michigan,,122,84,26.5,5.2,9.9,.522,,,,,,,2.8,3.6,.774,7.8,1.1,0.8,2.1,2.1,2.6,13.1,,7.68,75,7.1,0.7,0.7,1.1,7.5,,
1352,Ron Harper,SG,Miami (OH),,120,,34.7,8.1,15.1,.534,,,,,,,3.7,5.7,.642,9.3,2.8,2.4,1.5,2.8,2.9,19.8,,0.51,82,4.8,4.8,2.5,1.0,22.9,,
1353,Brad Sellers,PF,Ohio State,,63,61,35.1,6.7,13.4,.496,,,,,,,4.5,5.6,.803,10.8,1.3,1.1,3.0,2.6,3.0,17.8,,,80,4.7,1.3,0.6,0.9,8.5,,
1354,Johnny Dawkins,PG,Duke,,133,133,35.7,7.7,15.2,.508,6.7,12.9,.522,0.7,1.9,.352,3.6,4.6,.790,4.0,4.2,1.3,0.2,3.1,2.0,19.2,,7.55,81,2.1,3.6,0.8,0.0,10.3,,
1355,John Salley,C,Georgia Tech,,125,125,33.6,4.8,8.1,.587,,,,,,,3.2,5.0,.633,6.4,2.6,0.8,1.9,2.7,3.2,12.7,,8.80,82,3.6,0.7,0.5,1.5,5.3,,
1356,John Williams,SF,LSU,,66,,33.5,6.5,12.8,.511,,,,,,,2.8,3.6,.771,7.6,3.1,1.3,0.5,2.6,3.0,15.8,,9.35,78,4.7,2.4,1.7,0.4,9.2,,
1357,Pearl Washington,PG,Syracuse,,95,95,33.3,6.0,11.4,.526,,,,,,,3.7,5.1,.729,2.7,6.7,2.3,0.1,3.7,2.8,15.7,,6.42,72,1.8,4.2,1.3,0.1,8.6,,
1358,Walter Berry,SF-PF,St. John's (NY),,71,36,35.5,7.9,13.5,.581,,,,,,,4.3,6.1,.708,9.9,1.0,0.8,1.7,2.8,2.6,20.1,,6.66,63,4.9,1.7,0.6,0.6,15.9,,
1359,Dell Curry,SG,Virginia Tech,,126,32,33.9,8.1,16.0,.505,7.6,15.9,.480,0.1,0.2,.571,2.7,3.5,.785,4.8,3.2,2.3,0.6,3.1,2.6,18.9,,4.23,67,1.2,0.9,0.4,0.1,4.9,,
1360,Maurice Martin,SF,St. Joseph's,,114,109,33.1,5.8,11.3,.516,5.3,10.5,.507,0.8,2.0,.404,3.3,4.4,.737,5.5,3.6,2.2,0.7,2.4,3.4,15.1,,0.92,43,1.0,0.8,0.3,0.1,3.4,,
1361,Harold Pressley,SF,Villanova,,135,,31.7,4.5,9.3,.488,,,,,,,2.6,3.7,.695,7.5,2.4,2.2,2.2,,,11.6,,6.55,67,2.6,1.8,0.6,0.3,4.6,,
1362,Mark Alarie,PF,Duke,,133,133,30.4,6.2,11.3,.550,4.6,9.3,.498,0.0,0.1,.000,3.6,4.5,.797,6.3,1.1,0.9,0.8,2.0,2.9,16.1,,7.55,64,3.3,1.2,0.3,0.4,7.9,,
1363,Billy Thompson,SF,Louisville,,143,105,28.4,4.6,8.6,.528,,,,,,,2.7,3.7,.719,5.4,3.2,0.8,1.3,3.3,3.0,11.8,,8.91,59,2.9,1.0,0.3,0.5,5.6,,
1364,Buck Johnson,SF,Alabama,,122,109,33.9,6.0,11.1,.540,,,,,,,3.3,4.5,.739,7.6,1.3,1.0,0.9,2.6,3.0,15.3,,8.50,60,1.5,0.7,0.3,0.3,3.8,,
1365,Anthony Jones,SF-SG,UNLV,,69,69,32.4,6.7,13.1,.506,,,,,,,1.9,2.7,.697,5.0,3.1,1.8,0.6,1.7,2.5,15.5,,,65,1.6,1.1,0.6,0.3,5.0,,
1366,Scott Skiles,PG,Michigan State,,118,115,36.3,7.1,13.8,.516,3.9,7.9,.492,0.8,1.7,.500,3.8,4.4,.850,3.0,5.5,1.5,0.0,3.7,2.7,18.2,,7.17,13,2.0,3.5,0.4,0.1,3.8,,
1367,Mark Price,PG,Georgia Tech,,126,126,36.5,6.7,13.8,.487,4.6,10.6,.432,2.6,5.9,.440,3.4,4.0,.850,2.6,4.0,1.9,0.1,2.7,2.0,17.4,,8.80,67,1.7,3.0,0.6,0.1,6.9,,
1368,Greg Dreiling,C,Kansas,,105,103,26.3,4.5,7.9,.572,,,,,,,2.5,3.4,.725,6.2,1.2,0.4,1.3,2.0,3.2,11.5,,,24,1.8,0.3,0.1,0.1,1.8,,
1369,Larry Krystkowiak,PF,Montana,,120,34,30.5,5.8,10.4,.561,,,,,,,5.2,6.5,.790,9.2,1.1,0.8,0.2,1.8,2.1,16.8,,-1.13,68,3.5,1.3,0.3,0.2,6.6,,
1370,Johnny Newman,SF,Richmond,,122,,34.5,7.6,14.4,.532,,,,,,,4.2,5.3,.800,5.5,1.0,1.1,0.7,2.2,2.9,19.5,,0.63,59,1.2,0.5,0.3,0.1,5.0,,
1371,Nate McMillan,PG,NC State,,67,66,32.6,3.3,7.0,.471,,,,,,,1.9,2.8,.703,5.1,6.0,2.2,0.9,2.7,2.7,8.5,,8.58,71,4.7,8.2,1.8,0.6,5.3,,
1372,Cedric Henderson,PF,Georgia,,28,,26.5,6.0,11.0,.544,,,,,,,3.5,5.2,.683,7.1,0.9,1.8,1.1,2.0,3.0,15.5,,7.16,8,1.0,0.0,0.0,0.0,1.4,,
1373,Kevin Duckworth,C,Eastern Illinois,,118,115,26.0,5.3,9.2,.577,,,,,,,2.7,3.8,.705,7.3,0.5,0.7,1.0,2.0,3.1,13.3,,-4.11,65,3.4,0.4,0.3,0.3,5.4,,
1374,Johnny Rogers,PF,UC-Irvine,,59,30,35.2,8.1,15.4,.523,,,,,,,4.6,5.5,.840,8.0,1.9,0.6,0.7,2.5,3.1,20.7,,,45,1.7,0.6,0.2,0.2,4.2,,
1375,Milt Wagner,SG,Louisville,,144,112,28.4,5.2,10.4,.500,6.3,12.0,.520,0.1,0.1,.500,2.3,2.9,.814,2.5,3.0,1.0,0.4,2.6,2.3,12.8,,8.21,40,0.7,1.5,0.2,0.1,3.8,,
1376,Rafael Addison,SF,Syracuse,,126,96,30.1,6.2,11.6,.534,,,,,,,2.5,3.3,.763,5.2,2.5,1.2,0.5,2.0,2.6,14.9,,6.05,62,1.7,0.7,0.4,0.1,5.8,,
1377,Otis Smith,SG,Jacksonville,,117,116,36.4,5.9,12.3,.477,5.8,12.2,.476,0.1,0.2,.286,2.9,4.0,.730,7.8,2.3,1.6,1.8,2.5,2.7,14.6,,4.21,28,1.2,0.8,0.0,0.0,2.8,,
1378,Dave Feitl,C,UTEP,,125,,25.2,4.3,8.7,.501,,,,,,,2.8,3.9,.731,5.8,1.0,0.3,1.1,1.7,2.9,11.5,,1.96,62,1.9,0.4,0.1,0.1,3.7,,
1379,David Wingate,SG,Georgetown,,139,95,28.4,5.0,10.7,.467,,,,,,,2.8,3.9,.719,3.6,2.6,1.5,0.2,2.3,2.3,12.8,,5.93,77,2.0,2.0,1.2,0.2,8.8,,
1380,Keith Smith,SG,Loyola Marymount,,110,56,33.7,7.4,15.3,.485,,,,,,,3.2,4.4,.722,2.2,5.4,1.3,0.2,3.4,2.5,18.0,,-0.92,42,0.8,1.0,0.6,0.1,3.3,,
1381,Jeff Hornacek,SG,Iowa State,,123,109,33.3,4.1,8.5,.489,,,,,,,2.4,3.0,.790,3.3,5.4,1.7,0.3,2.3,2.5,10.7,,7.01,80,2.3,4.5,0.9,0.1,5.3,,
1382,Michael Jackson,PG,Georgetown,,131,82,27.6,3.6,7.6,.478,,,,,,,2.5,3.1,.805,1.7,5.1,1.3,0.0,2.7,2.5,9.8,,5.93,58,1.0,3.1,0.3,0.1,2.7,,
1383,Forrest McKenzie,SF,Loyola Marymount,,110,28,34.1,8.1,16.5,.491,,,,,,,2.5,3.0,.833,6.6,1.5,1.1,0.3,2.3,2.8,18.7,,0.30,6,1.2,0.2,0.2,0.0,2.8,,
1384,Kevin Henderson,PG,Cal State Fullerton,,73,51,27.2,5.0,9.9,.510,,,,,,,2.8,3.7,.756,2.0,3.0,0.8,0.1,2.2,2.8,12.9,,0.76,5,0.6,2.2,0.2,0.0,1.6,,
1385,Mike Williams,PF-SF,Bradley,,65,64,29.9,5.2,9.0,.577,,,,,,,2.6,4.5,.590,6.8,0.9,0.7,0.8,2.6,3.4,13.0,,,21,1.1,0.1,0.1,0.3,0.7,,
1386,Ricky Wilson,PG,George Mason,,116,76,31.6,5.1,10.6,.474,,,,,,,2.9,4.2,.687,3.1,3.5,1.1,0.1,2.7,2.5,13.0,,-3.02,24,1.1,2.9,1.0,0.1,5.2,,
