,playerName,Pos,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,dummy,SOS,NBAGP,NBATRB,NBAAST,NBASTL,NBABLK,NBAPTS
143,Willie Cauley-Stein,C,Kentucky,,105,70,24.5,3.3,5.6,.593,3.3,5.6,.593,0.0,0.0,,1.4,2.8,.508,2.4,3.9,6.2,0.9,1.1,2.2,1.2,2.3,8.0,,8.12,66,5.3,0.6,0.7,1.0,7.0
144,Stanley Johnson,SF,Arizona,,38,37,28.4,4.6,10.3,.446,3.4,7.2,.478,1.1,3.1,.371,3.5,4.7,.742,2.0,4.5,6.5,1.7,1.5,0.4,2.2,2.6,13.8,,7.41,73,4.2,1.6,0.8,0.2,8.1
145,Frank Kaminsky,C,Wisconsin,,144,79,20.4,3.7,7.0,.522,3.0,5.1,.580,0.7,1.9,.369,2.1,2.7,.763,1.3,3.4,4.6,1.3,0.5,1.1,0.8,1.6,10.1,,9.61,81,4.1,1.2,0.5,0.5,7.5
146,Justise Winslow,SF,Duke,,39,39,29.1,4.4,9.1,.486,3.3,6.3,.516,1.2,2.8,.418,2.6,4.0,.641,1.3,5.2,6.5,2.1,1.3,0.9,1.8,2.8,12.6,,9.87,78,5.2,1.5,0.9,0.3,6.4
147,Myles Turner,C,Texas,,34,7,22.2,3.4,7.6,.455,2.9,5.7,.513,0.5,1.8,.274,2.8,3.3,.839,1.3,5.2,6.5,0.6,0.3,2.6,1.4,2.4,10.1,,9.07,60,5.5,0.7,0.4,1.4,10.3
148,Trey Lyles,PF,Kentucky,,36,21,23.0,3.3,6.7,.488,3.1,5.9,.536,0.1,0.8,.138,2.1,2.8,.735,1.8,3.4,5.2,1.1,0.5,0.4,1.1,1.6,8.7,,8.67,80,3.7,0.7,0.3,0.2,6.1
149,Devin Booker,SG,Kentucky,,38,0,21.5,3.6,7.6,.470,2.0,3.8,.527,1.5,3.7,.411,1.4,1.7,.828,0.4,1.6,2.0,1.1,0.4,0.1,1.0,1.5,10.0,,8.67,76,2.5,2.6,0.6,0.3,13.8
150,Cameron Payne,PG,Murray State,,69,69,32.4,6.3,14.6,.432,4.0,8.3,.487,2.3,6.3,.359,3.7,4.7,.781,0.4,3.2,3.7,5.7,1.8,0.5,2.9,2.4,18.5,,-3.19,57,1.5,1.9,0.6,0.1,5.0
151,Kelly Oubre Jr.,SF,Kansas,,36,27,21.0,3.1,6.9,.444,2.1,4.3,.497,0.9,2.6,.358,2.2,3.1,.718,1.1,3.8,5.0,0.8,1.1,0.4,1.2,2.0,9.3,,12.13,63,2.1,0.2,0.3,0.1,3.7
152,Terry Rozier,PG,Louisville,,73,45,26.8,4.2,10.3,.408,3.1,6.8,.447,1.2,3.5,.331,2.4,3.1,.772,1.0,3.3,4.3,2.4,1.5,0.1,1.4,1.6,12.0,,6.89,39,1.6,0.9,0.2,0.0,1.8
153,Rashad Vaughn,SG,UNLV,,23,23,32.3,6.3,14.3,.439,3.9,8.1,.481,2.3,6.1,.383,3.0,4.3,.694,0.6,4.2,4.8,1.6,0.8,0.3,2.2,2.3,17.8,,3.38,70,1.3,0.6,0.4,0.2,3.1
154,Sam Dekker,PF,Wisconsin,,113,81,27.9,4.4,9.0,.493,3.2,5.3,.591,1.3,3.6,.348,2.0,2.8,.695,1.6,3.4,5.0,1.3,0.6,0.5,1.0,1.2,12.1,,10.07,3,0.3,0.0,0.3,0.0,0.0
155,Jerian Grant,PG,Notre Dame,,119,117,36.4,4.7,10.7,.436,3.2,6.4,.498,1.5,4.4,.345,3.8,4.8,.790,0.4,2.5,2.9,5.8,1.5,0.3,2.2,1.8,14.6,,6.88,76,1.9,2.3,0.7,0.1,5.6
156,Delon Wright,PG,Utah,,68,68,34.8,5.0,9.3,.535,4.4,7.5,.594,0.6,1.9,.299,4.5,5.5,.814,1.1,4.7,5.8,5.2,2.3,1.1,2.2,1.6,15.0,,6.82,27,1.4,1.1,0.3,0.1,3.8
157,Justin Anderson,SF,Virginia,,98,44,24.1,2.9,6.8,.430,1.9,4.1,.481,1.0,2.8,.357,2.0,2.7,.752,0.8,2.7,3.5,1.8,0.6,0.9,1.3,1.4,8.9,,6.64,55,2.4,0.5,0.3,0.5,3.8
158,Bobby Portis,PF,Arkansas,,70,70,28.5,5.9,11.2,.526,5.5,10.3,.540,0.3,0.9,.365,2.9,3.9,.737,3.1,4.7,7.9,1.3,1.1,1.5,1.4,2.0,15.0,,6.18,62,5.4,0.8,0.4,0.4,7.0
159,Rondae Hollis-Jefferson,SF,Arizona,,76,31,27.0,3.4,6.9,.496,3.3,6.4,.520,0.1,0.5,.205,3.3,4.7,.697,2.1,4.1,6.3,1.5,0.9,0.9,1.4,2.4,10.2,,8.23,29,5.3,1.5,1.3,0.6,5.8
160,Tyus Jones,PG,Duke,,39,39,33.9,3.5,8.3,.417,2.3,5.1,.440,1.2,3.2,.379,3.7,4.2,.889,0.5,3.0,3.5,5.6,1.5,0.1,1.9,1.2,11.8,,9.87,37,1.3,2.9,0.8,0.1,4.2
161,Jarell Martin,PF,LSU,,65,57,30.7,5.0,10.1,.494,4.3,8.0,.541,0.6,2.0,.308,3.1,4.5,.689,2.4,4.6,6.9,1.4,1.0,0.7,2.2,2.6,13.7,,6.12,27,3.2,0.6,0.3,0.3,5.7
162,Larry Nance Jr.,PF,Wyoming,,123,89,29.5,4.1,8.0,.521,3.9,7.0,.551,0.3,1.0,.308,2.7,3.5,.771,1.5,5.1,6.6,1.4,1.1,1.1,1.6,2.3,11.3,,2.08,63,5.0,0.7,0.9,0.4,5.5
163,R.J. Hunter,SG,Georgia State,,99,98,34.7,5.6,13.3,.423,3.1,6.1,.505,2.6,7.2,.354,4.5,5.3,.853,0.7,4.1,4.8,2.4,1.9,0.9,1.7,2.2,18.4,,-2.33,36,1.0,0.4,0.4,0.1,2.7
164,Chris McCullough,PF,Syracuse,,16,16,28.1,3.4,7.1,.478,3.3,7.0,.473,0.1,0.1,1.000,2.5,4.4,.563,2.3,4.6,6.9,1.1,1.7,2.1,2.2,2.6,9.3,,7.68,24,2.8,0.4,1.2,0.5,4.7
165,Kevon Looney,PF,UCLA,,36,36,30.9,4.2,8.9,.470,3.6,7.4,.481,0.6,1.5,.415,2.6,4.1,.626,3.4,5.8,9.2,1.4,1.3,0.9,1.3,2.9,11.6,,8.27,5,2.0,0.0,0.0,0.0,1.8
166,Montrezl Harrell,PF,Louisville,,112,75,26.4,4.8,8.1,.586,4.7,7.8,.600,0.1,0.4,.275,1.9,3.6,.533,2.6,4.3,6.9,0.9,0.8,1.1,1.3,1.9,11.6,,7.64,39,1.7,0.4,0.3,0.3,3.6
167,Jordan Mickey,PF,LSU,,65,65,33.8,5.6,10.8,.518,5.6,10.6,.527,0.0,0.2,.071,2.9,4.3,.669,2.7,6.1,8.8,1.2,0.8,3.4,2.8,2.4,14.0,,6.12,16,0.8,0.1,0.0,0.7,1.3
168,Anthony Brown,SF,Stanford,,144,105,29.2,3.6,8.4,.428,2.1,4.7,.448,1.5,3.8,.403,2.1,2.8,.751,1.0,3.8,4.8,1.6,0.7,0.2,1.6,1.8,10.8,,6.57,29,2.4,0.7,0.5,0.2,4.0
169,Rakeem Christmas,PF,Syracuse,,142,140,22.0,2.9,5.1,.560,2.9,5.1,.560,0.0,0.0,.000,1.6,2.4,.681,2.0,3.3,5.3,0.6,0.5,1.7,1.1,2.6,7.4,,7.88,1,1.0,0.0,0.0,0.0,4.0
170,Richaun Holmes,PF,Bowling Green State,,95,63,26.5,4.2,7.7,.554,3.9,6.8,.580,0.3,0.9,.353,2.7,3.8,.697,2.6,4.2,6.9,0.7,0.8,2.6,1.5,2.5,11.5,,-1.07,51,2.6,0.6,0.4,0.8,5.6
171,Darrun Hilliard,SG,Villanova,,132,112,26.8,3.7,8.5,.436,2.1,4.2,.507,1.6,4.3,.367,2.4,3.2,.748,0.5,2.5,3.0,1.9,1.3,0.4,1.6,2.1,11.4,,7.80,38,1.2,0.7,0.2,0.0,4.0
172,Josh Richardson,SG,Tennessee,,136,110,28.3,3.4,7.4,.456,2.6,5.1,.516,0.7,2.3,.318,1.8,2.3,.758,0.9,2.4,3.2,1.8,1.1,0.6,1.5,2.2,9.2,,7.15,52,2.1,1.4,0.7,0.5,6.6
173,Pat Connaughton,SG,Notre Dame,,139,123,32.3,3.7,8.2,.450,1.8,3.2,.549,1.9,5.0,.386,1.2,1.5,.777,1.0,4.9,5.9,1.8,0.7,0.5,1.0,1.7,10.5,,6.88,34,0.9,0.3,0.1,0.0,1.1
174,Joe Young,PG,Oregon,,70,69,34.0,6.7,14.6,.461,4.3,8.3,.521,2.4,6.3,.381,4.0,4.4,.900,0.6,3.0,3.7,2.9,1.2,0.0,1.8,1.4,19.8,,,41,1.2,1.6,0.4,0.0,3.8
175,Andrew Harrison,PG,Kentucky,,79,78,28.6,2.8,7.6,.372,1.9,5.2,.374,0.9,2.4,.367,3.6,4.6,.777,0.6,2.1,2.7,3.8,0.8,0.2,2.2,2.4,10.1,,9.28,72,1.9,2.8,0.7,0.3,5.9
176,Norman Powell,SG,UCLA,,141,83,25.2,3.6,7.7,.461,2.8,5.2,.533,0.8,2.5,.314,1.8,2.5,.746,0.4,2.6,3.0,1.5,1.1,0.4,1.3,2.0,9.8,,7.25,49,2.3,1.0,0.6,0.2,5.6
177,Dakari Johnson,C,Kentucky,,78,18,15.2,2.1,3.8,.537,2.1,3.8,.537,0.0,0.0,,1.6,2.9,.559,1.9,2.4,4.3,0.5,0.3,0.8,0.9,1.9,5.8,,9.28,31,1.1,0.3,0.2,0.3,1.8
178,Branden Dawson,PF,Michigan State,,130,122,26.6,4.4,7.8,.559,4.4,7.7,.564,0.0,0.1,.000,1.4,2.4,.558,2.5,4.4,6.9,1.4,1.3,1.1,1.7,1.6,10.1,,9.93,6,0.7,0.0,0.0,0.2,0.8
179,Andrew Wiggins,SF,Kansas,,35,35,32.8,5.4,12.1,.448,4.2,8.5,.493,1.2,3.6,.341,5.0,6.5,.775,2.2,3.7,5.9,1.5,1.2,1.0,2.3,2.7,17.1,,11.40,82,4.6,2.1,1.0,0.6,16.9
180,Jabari Parker,PF,Duke,,35,35,30.7,6.7,14.3,.473,5.7,11.2,.504,1.1,3.0,.358,4.6,6.1,.748,3.0,5.7,8.7,1.2,1.1,1.2,2.3,2.4,19.1,,8.48,25,5.5,1.7,1.2,0.2,12.3
181,Aaron Gordon,PF,Arizona,,38,38,31.2,5.0,10.1,.495,4.6,8.9,.513,0.4,1.2,.356,2.0,4.7,.422,2.7,5.3,8.0,2.0,0.9,1.0,1.4,2.4,12.4,,9.04,47,3.6,0.7,0.4,0.5,5.2
182,Marcus Smart,PG,Oklahoma State,,64,63,33.1,4.9,11.9,.413,3.5,7.3,.488,1.4,4.6,.295,5.5,7.3,.751,1.5,4.4,5.9,4.5,2.9,0.6,3.0,2.9,16.6,,7.53,67,3.3,3.1,1.5,0.3,7.8
183,Julius Randle,PF,Kentucky,,40,40,30.8,4.9,9.8,.501,4.8,9.3,.517,0.1,0.5,.167,5.1,7.2,.706,3.5,6.9,10.4,1.4,0.5,0.8,2.5,2.3,15.0,,9.90,1,0.0,0.0,0.0,0.0,2.0
184,Nik Stauskas,SG,Michigan,,75,69,32.9,4.3,9.2,.467,2.0,4.0,.500,2.3,5.2,.441,3.2,3.9,.832,0.5,2.5,2.9,2.3,0.6,0.3,1.5,1.0,14.1,,9.85,73,1.2,0.9,0.3,0.2,4.4
185,Noah Vonleh,PF,Indiana,,30,29,26.5,3.8,7.2,.523,3.2,6.1,.530,0.5,1.1,.485,3.2,4.5,.716,2.4,6.6,9.0,0.6,0.9,1.4,2.1,2.7,11.3,,6.64,25,3.4,0.2,0.2,0.4,3.3
186,Elfrid Payton,PG,Louisiana,,100,78,31.6,5.0,10.3,.485,4.7,9.2,.512,0.3,1.1,.268,3.9,6.5,.611,1.5,3.6,5.1,4.9,2.0,0.5,3.4,2.3,14.3,,-1.60,82,4.3,6.5,1.7,0.2,8.9
187,Doug McDermott,SF,Creighton,,145,145,31.5,7.9,14.3,.550,6.0,10.2,.587,1.9,4.1,.458,4.1,4.9,.831,1.9,5.6,7.5,1.3,0.2,0.1,2.2,1.8,21.7,,4.29,36,1.2,0.2,0.1,0.0,3.0
188,Zach LaVine,PG,UCLA,,37,1,24.4,3.4,7.8,.441,2.1,4.3,.494,1.3,3.5,.375,1.3,1.8,.691,0.5,2.1,2.5,1.8,0.9,0.2,1.1,2.0,9.4,,7.62,77,2.8,3.6,0.7,0.1,10.1
189,T.J. Warren,SF,NC State,,70,49,31.2,7.5,13.6,.555,6.9,11.5,.598,0.6,2.0,.315,2.8,4.3,.654,2.7,3.0,5.7,1.0,1.5,0.5,1.7,2.5,18.5,,7.31,40,2.1,0.6,0.5,0.2,6.1
190,Adreian Payne,PF,Michigan State,,138,94,20.0,3.2,6.2,.526,2.8,5.1,.551,0.4,1.1,.409,2.0,2.7,.755,1.5,3.8,5.3,0.6,0.6,1.0,1.4,2.2,8.9,,10.35,32,5.1,0.9,0.6,0.3,6.7
191,James Young,SG,Kentucky,,40,39,32.4,4.6,11.3,.407,2.5,5.4,.470,2.1,5.9,.349,3.1,4.4,.706,1.0,3.3,4.3,1.7,0.8,0.2,1.9,2.1,14.3,,9.90,31,1.4,0.4,0.3,0.1,3.4
192,Tyler Ennis,PG,Syracuse,,34,34,35.7,4.4,10.6,.411,3.5,8.1,.429,0.9,2.5,.353,3.4,4.4,.765,0.8,2.6,3.4,5.5,2.1,0.2,1.7,2.0,12.9,,7.25,33,1.1,2.2,0.5,0.2,3.7
193,Gary Harris,SG,Michigan State,,69,67,31.0,5.0,11.4,.440,2.9,5.7,.503,2.1,5.6,.376,2.7,3.5,.788,1.0,2.3,3.3,2.0,1.6,0.3,1.6,2.0,14.9,,9.96,55,1.2,0.5,0.7,0.1,3.4
194,Mitch McGary,PF,Michigan,,47,12,20.6,3.5,5.9,.588,3.5,5.9,.592,0.0,0.0,.000,0.8,1.6,.513,2.6,4.0,6.6,0.8,1.2,0.7,1.3,2.5,7.8,,9.85,32,5.2,0.4,0.5,0.5,6.3
195,Jordan Adams,SG,UCLA,,69,63,30.2,5.4,11.6,.467,4.0,7.3,.548,1.4,4.3,.331,4.2,5.0,.839,1.3,3.3,4.6,2.1,2.4,0.2,1.4,2.1,16.4,,7.72,30,0.9,0.5,0.5,0.2,3.1
196,Rodney Hood,SG,Duke,,35,33,32.9,5.5,11.8,.464,3.4,6.9,.494,2.0,4.8,.420,3.1,3.9,.807,0.8,3.1,3.9,2.1,0.7,0.3,1.5,2.6,16.1,,,50,2.3,1.7,0.6,0.2,8.7
197,Shabazz Napier,PG,UConn,,143,98,32.3,4.2,10.1,.411,2.3,5.3,.444,1.8,4.8,.375,3.6,4.4,.813,0.7,3.3,4.0,4.5,1.8,0.2,2.4,2.1,13.7,,8.64,51,2.2,2.5,0.8,0.1,5.1
198,P.J. Hairston,SG,UNC,,71,14,18.1,3.1,8.0,.388,1.3,2.9,.458,1.8,5.1,.349,2.0,2.5,.800,1.3,1.9,3.2,1.0,0.8,0.3,0.9,1.7,10.0,,7.54,45,2.0,0.5,0.5,0.3,5.6
199,C.J. Wilcox,SG,Washington,,131,83,28.5,4.9,11.3,.433,2.6,5.4,.481,2.3,5.9,.389,2.3,2.7,.840,0.8,2.5,3.4,1.6,0.9,0.7,1.4,1.9,14.4,,6.67,21,0.3,0.4,0.1,0.0,2.0
200,Josh Huestis,PF,Stanford,,135,75,25.0,2.9,6.4,.451,2.4,4.9,.492,0.5,1.5,.319,1.3,2.1,.610,2.2,4.0,6.2,0.8,0.5,1.4,0.9,1.7,7.5,,6.38,5,2.0,0.0,0.2,0.4,2.8
201,Kyle Anderson,SF,UCLA,,71,70,31.6,4.3,9.4,.452,3.8,8.1,.465,0.5,1.4,.375,3.1,4.3,.736,1.7,7.0,8.7,5.0,1.8,0.8,2.6,1.9,12.2,,7.72,33,2.2,0.8,0.5,0.2,2.2
202,K.J. McDaniels,SG,Clemson,,94,61,24.3,3.9,8.6,.450,3.0,5.8,.516,0.9,2.8,.313,2.4,3.2,.767,1.8,3.0,4.8,0.9,0.9,1.9,1.5,1.8,11.0,,4.60,62,3.2,1.2,0.7,1.1,7.9
203,Joe Harris,SG,Virginia,,135,128,30.3,4.2,9.5,.445,2.3,4.7,.484,1.9,4.8,.407,2.2,3.1,.722,0.9,2.9,3.8,1.9,0.9,0.4,1.6,2.3,12.6,,5.72,51,0.8,0.5,0.1,0.0,2.7
204,Cleanthony Early,SF,Wichita State,,75,58,26.2,4.9,10.5,.470,3.4,6.2,.555,1.5,4.3,.348,3.7,4.6,.819,1.8,3.8,5.7,0.7,0.8,0.8,1.7,2.4,15.1,,3.91,39,2.5,0.9,0.6,0.3,5.4
205,Jarnell Stokes,PF,Tennessee,,87,84,29.7,4.7,8.9,.530,4.7,8.9,.532,0.0,0.0,.000,3.5,5.6,.628,3.9,5.7,9.6,1.5,0.7,1.1,2.1,2.2,13.0,,6.82,19,1.8,0.2,0.3,0.3,3.0
206,Johnny O'Bryant,PF,LSU,,91,78,27.1,4.9,10.5,.467,4.8,10.2,.474,0.1,0.3,.222,2.8,4.6,.619,3.0,4.7,7.7,1.3,0.5,0.8,2.9,2.8,12.7,,5.38,34,1.9,0.5,0.1,0.1,2.9
207,Spencer Dinwiddie,PG,Colorado,,86,86,30.1,3.4,8.0,.420,2.0,4.6,.446,1.3,3.5,.386,4.9,5.9,.830,0.5,2.9,3.3,2.6,1.1,0.3,1.8,2.1,13.0,,7.49,34,1.4,3.1,0.6,0.2,4.3
208,Jerami Grant,SF,Syracuse,,72,29,21.9,2.6,5.3,.486,2.5,5.1,.496,0.1,0.3,.300,2.2,3.5,.641,1.7,2.9,4.7,0.9,0.6,0.5,0.9,1.8,7.5,,7.91,65,3.0,1.2,0.6,1.0,6.3
209,Glenn Robinson III,SG-SF,Michigan,,76,76,33.0,4.6,8.8,.525,3.9,6.4,.603,0.7,2.4,.313,2.1,2.9,.718,1.8,3.1,4.9,1.1,1.0,0.3,1.0,1.3,12.0,,9.85,35,1.1,0.3,0.2,0.0,2.1
210,Nick Johnson,SG,Arizona,,108,101,30.9,4.1,9.7,.421,2.8,6.0,.459,1.3,3.7,.359,2.8,3.9,.734,0.6,3.1,3.7,2.8,1.3,0.6,1.8,2.0,12.3,,7.04,28,1.4,0.4,0.3,0.1,2.6
211,Markel Brown,SG,Oklahoma State,,134,103,30.5,4.1,9.4,.439,3.0,6.2,.486,1.1,3.1,.347,3.0,4.1,.733,0.8,3.5,4.3,2.3,1.0,0.8,1.8,2.1,12.4,,7.74,47,2.3,0.8,0.7,0.3,4.6
212,Dwight Powell,PF,Stanford,,136,105,26.2,3.8,8.2,.464,3.5,7.3,.484,0.2,0.8,.289,3.0,4.1,.722,1.7,4.6,6.3,1.8,0.9,0.9,2.1,2.9,10.8,,6.38,29,1.7,0.3,0.3,0.2,3.1
213,Jordan Clarkson,PG,Missouri,,35,35,35.1,6.0,13.3,.448,5.1,10.1,.501,0.9,3.3,.281,4.6,5.6,.831,0.8,3.0,3.8,3.4,1.1,0.2,2.7,2.2,17.5,,,59,3.2,3.5,0.9,0.2,11.9
214,Russ Smith,PG,Louisville,,133,80,24.3,4.7,11.3,.413,3.3,7.4,.449,1.4,3.9,.345,3.7,4.8,.760,0.7,2.0,2.7,2.8,1.9,0.1,2.4,2.4,14.3,,7.79,12,0.5,0.7,0.3,0.0,2.5
215,Lamar Patterson,SG,Pitt,,149,106,24.3,3.2,7.4,.435,2.1,4.3,.483,1.1,3.1,.369,1.9,2.6,.723,1.2,2.8,3.9,2.9,1.0,0.3,1.6,1.9,9.5,,6.86,35,1.4,1.1,0.3,0.1,2.4
216,Cameron Bairstow,PF,New Mexico,,134,55,20.8,3.1,6.0,.517,3.1,6.0,.519,0.0,0.0,.333,3.0,4.2,.717,1.7,3.0,4.8,0.8,0.5,0.7,1.2,2.1,9.2,,4.93,18,0.4,0.1,0.1,0.1,0.6
217,Semaj Christon,PG,Xavier,,64,63,34.8,5.7,12.3,.462,5.3,11.1,.476,0.4,1.2,.338,4.4,6.6,.670,0.3,2.5,2.8,4.4,1.4,0.2,3.1,2.4,16.2,,6.55,64,1.4,2.0,0.4,0.1,2.9
218,Devyn Marble,SG,Iowa,,136,103,27.6,4.1,10.0,.415,3.2,7.1,.447,1.0,2.9,.338,3.2,4.4,.726,0.9,2.5,3.4,2.9,1.3,0.2,1.7,1.6,12.5,,7.42,16,1.9,1.1,0.6,0.1,2.3
219,Jordan McRae,PG,Tennessee,,114,74,27.1,4.4,10.4,.417,2.8,5.9,.475,1.6,4.6,.343,3.1,4.0,.769,0.7,2.6,3.3,1.8,0.6,0.9,2.0,1.9,13.3,,7.30,22,0.9,1.1,0.1,0.0,4.5
220,Cory Jefferson,PF,Baylor,,130,76,19.9,3.3,6.1,.543,3.2,5.7,.556,0.1,0.4,.340,2.2,3.3,.660,1.9,3.7,5.6,0.4,0.3,1.3,0.8,1.7,8.9,,8.32,50,2.9,0.3,0.2,0.4,3.7
221,Anthony Bennett,PF,UNLV,,35,31,27.1,5.8,10.8,.533,4.7,8.1,.587,1.0,2.7,.375,3.5,5.1,.701,2.5,5.7,8.1,1.0,0.7,1.2,1.9,2.3,16.1,,5.71,52,3.0,0.3,0.4,0.2,4.2
222,Victor Oladipo,PG,Indiana,,104,75,24.6,3.9,7.3,.538,3.4,5.9,.585,0.5,1.4,.338,2.5,3.5,.716,2.0,3.2,5.2,1.7,1.5,0.5,2.0,2.4,10.7,,7.94,80,4.1,4.1,1.6,0.5,13.8
223,Otto Porter,SF,Georgetown,,64,38,32.5,4.6,9.2,.498,3.7,6.8,.550,0.9,2.4,.355,2.8,3.8,.751,1.9,5.3,7.1,2.1,1.5,0.9,1.3,2.0,12.8,,7.64,37,1.5,0.3,0.2,0.0,2.1
224,Cody Zeller,C,Indiana,,72,72,29.0,5.5,9.4,.592,5.5,9.3,.594,0.0,0.0,.000,5.0,6.6,.756,2.6,4.7,7.3,1.3,1.2,1.2,2.0,2.5,16.1,,8.09,82,4.3,1.1,0.5,0.5,6.0
225,Alex Len,C,Maryland,,60,48,24.5,3.8,7.0,.538,3.7,6.8,.548,0.0,0.2,.111,2.2,3.3,.663,2.4,4.5,7.0,0.8,0.2,2.1,1.6,2.6,9.7,,5.32,42,2.4,0.1,0.1,0.4,2.0
226,Nerlens Noel,C,Kentucky,,24,24,31.9,4.1,6.9,.590,4.1,6.9,.590,0.0,0.0,,2.3,4.3,.529,2.7,6.8,9.5,1.6,2.1,4.4,1.9,2.6,10.5,,5.78,75,8.1,1.7,1.8,1.9,9.9
227,Ben McLemore,SG,Kansas,,37,36,32.2,5.4,10.8,.495,3.4,6.1,.553,2.0,4.7,.420,3.2,3.7,.870,1.3,3.9,5.2,2.0,1.0,0.7,2.1,1.9,15.9,,7.54,82,2.9,1.0,0.5,0.2,8.8
228,Kentavious Caldwell-Pope,SG,Georgia,,64,60,33.0,5.3,12.7,.415,3.0,5.9,.504,2.3,6.9,.339,2.9,3.9,.752,1.3,4.8,6.1,1.5,1.9,0.4,1.6,2.2,15.8,,7.02,80,2.0,0.7,0.9,0.2,5.9
229,Trey Burke,PG,Michigan,,73,71,35.7,6.0,13.3,.450,4.2,8.3,.499,1.8,5.0,.367,3.1,4.0,.777,0.6,2.7,3.3,5.7,1.3,0.5,2.5,1.7,16.9,,9.51,70,3.0,5.7,0.6,0.1,12.8
230,CJ McCollum,SG,Lehigh,,111,108,32.9,6.9,15.7,.439,5.0,10.5,.470,2.0,5.2,.377,5.5,6.7,.825,1.5,4.8,6.3,2.7,2.1,0.5,2.4,1.8,21.3,,-5.41,38,1.3,0.7,0.4,0.1,5.3
231,Michael Carter-Williams,PG,Syracuse,,66,40,25.4,2.7,6.8,.398,2.1,4.8,.438,0.6,2.1,.307,2.2,3.2,.679,0.9,2.7,3.6,5.2,2.0,0.4,2.3,1.8,8.2,,8.29,70,6.2,6.3,1.9,0.6,16.7
232,Steven Adams,C,Pitt,,32,32,23.4,3.1,5.5,.571,3.1,5.5,.571,0.0,0.0,,1.0,2.2,.443,2.8,3.5,6.3,0.6,0.7,2.0,1.1,1.6,7.2,,5.63,81,4.1,0.5,0.5,0.7,3.3
233,Kelly Olynyk,C,Gonzaga,,101,31,17.2,3.3,5.6,.594,3.1,4.9,.634,0.2,0.7,.333,2.0,2.8,.709,1.5,3.1,4.6,1.1,0.5,0.5,1.4,2.0,8.9,,4.00,70,5.2,1.6,0.5,0.4,8.7
234,Shabazz Muhammad,SG,UCLA,,32,30,30.8,6.3,14.3,.443,5.1,10.9,.463,1.3,3.3,.377,4.0,5.6,.711,2.7,2.5,5.2,0.8,0.7,0.1,1.6,1.7,17.9,,7.82,37,1.4,0.2,0.2,0.0,3.9
235,Shane Larkin,PG,Miami (FL),,68,54,31.3,3.8,8.6,.438,2.3,4.6,.491,1.5,4.0,.375,2.2,2.7,.808,0.5,2.7,3.2,3.6,1.8,0.1,2.1,1.6,11.2,,7.03,48,0.9,1.5,0.5,0.0,2.8
236,Tony Snell,SG,New Mexico,,104,76,24.8,3.0,7.1,.421,1.4,2.9,.480,1.6,4.2,.380,1.6,1.9,.821,0.4,2.0,2.4,2.0,0.5,0.3,1.5,1.2,9.2,,4.95,77,1.6,0.9,0.4,0.2,4.5
237,Gorgui Dieng,C,Louisville,,102,81,27.3,3.3,6.1,.545,3.3,6.0,.546,0.0,0.0,.333,1.7,2.7,.640,3.0,4.9,7.9,1.2,1.0,2.6,1.6,2.7,8.3,,8.78,60,5.0,0.7,0.5,0.8,4.8
238,Mason Plumlee,C,Duke,,141,99,25.9,3.7,6.5,.574,3.7,6.4,.578,0.0,0.1,.200,2.4,4.0,.583,2.4,5.4,7.7,1.5,0.8,1.4,2.0,2.5,9.8,,8.87,70,4.4,0.9,0.7,0.8,7.4
239,Solomon Hill,SF,Arizona,,139,129,29.0,3.5,7.3,.481,2.7,5.1,.528,0.8,2.2,.375,2.5,3.3,.745,1.8,3.8,5.6,2.2,0.9,0.4,2.1,2.4,10.3,,7.05,28,1.5,0.4,0.2,0.1,1.7
240,Tim Hardaway Jr.,SG,Michigan,,107,107,33.3,4.9,11.6,.425,3.0,6.1,.500,1.9,5.5,.343,2.6,3.6,.724,0.6,3.5,4.1,2.1,0.7,0.3,1.7,2.0,14.3,,9.90,81,1.5,0.8,0.5,0.1,10.2
241,Reggie Bullock,SF,UNC,,100,53,24.6,3.6,8.2,.439,1.7,3.3,.517,1.9,4.9,.387,0.9,1.2,.720,1.6,3.4,5.0,1.7,0.9,0.2,0.9,1.2,9.9,,8.41,43,1.3,0.3,0.2,0.0,2.7
242,Andre Roberson,SG,Colorado,,105,65,28.3,3.6,7.1,.516,3.2,5.7,.555,0.5,1.4,.350,1.9,3.2,.582,2.9,7.0,10.0,1.1,1.6,1.4,1.7,2.6,9.6,,6.43,40,2.4,0.4,0.5,0.3,1.9
243,Archie Goodwin,SG,Kentucky,,33,33,31.8,4.8,10.8,.440,4.2,8.9,.478,0.5,1.9,.266,4.1,6.4,.637,1.5,3.2,4.6,2.7,1.1,0.5,3.1,2.9,14.1,,5.78,52,1.7,0.4,0.4,0.2,3.7
244,Allen Crabbe,SG,California,,98,97,34.7,5.4,12.2,.446,3.3,6.6,.500,2.1,5.6,.382,2.7,3.3,.819,0.9,4.8,5.7,2.2,0.9,0.6,1.9,1.7,15.7,,7.16,15,0.6,0.4,0.1,0.1,2.2
