,playerName,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,dummy,SOS
1087,Matt Geiger,Georgia Tech,,62,59,26.8,4.8,8.2,.582,4.8,8.1,.588,0.0,0.1,.000,2.1,3.1,.693,,,6.9,1.0,0.5,1.5,2.0,2.9,11.7,,
1088,Chris King,Wake Forest,,113,105,31.2,6.2,12.0,.519,6.0,11.3,.528,0.3,0.7,.377,2.5,4.0,.640,,,5.2,1.6,0.9,0.9,2.3,2.1,15.2,,8.05
1089,Robert Werdann,St. John's (NY),,107,34,28.0,3.6,7.3,.494,3.6,7.3,.494,0.0,0.0,.333,2.4,3.6,.689,,,7.0,1.2,1.0,1.8,2.6,3.7,9.7,,8.55
1090,Darren Morningstar,Pitt,,96,56,18.6,3.0,6.1,.486,3.0,6.1,.486,0.0,0.0,,1.9,3.2,.584,,,4.4,0.8,0.5,0.1,1.4,3.1,7.9,,
1091,Brian Davis,Duke,,141,45,19.8,2.3,5.0,.465,2.2,4.7,.482,0.1,0.3,.205,2.1,3.0,.686,,,3.1,1.3,0.8,0.2,1.3,1.8,6.8,,9.45
1092,Matt Fish,UNC Wilmington,,90,39,23.2,4.7,7.9,.598,4.7,7.9,.598,0.0,0.0,,1.9,3.3,.590,,,6.8,0.9,0.8,1.0,2.0,3.4,11.4,,-4.37
1093,Matt Steigenga,Michigan State,,124,60,26.9,4.1,7.5,.540,3.8,6.9,.551,0.3,0.6,.410,2.1,2.8,.725,,,4.3,1.8,0.7,0.8,1.9,2.9,10.5,,10.51
1094,Larry Johnson,UNLV,,75,,31.6,8.2,12.7,.643,7.8,11.5,.672,0.4,1.1,.349,4.8,6.1,.789,,,11.2,2.5,1.9,1.2,2.5,2.8,21.6,,6.89
1095,Kenny Anderson,Georgia Tech,,65,64,38.3,8.6,18.2,.473,6.9,13.6,.507,1.7,4.6,.374,4.0,5.1,.787,,,5.6,7.0,2.6,0.1,3.9,2.1,23.0,,10.57
1096,Billy Owens,Syracuse,,103,103,35.1,6.9,13.6,.505,6.4,12.1,.527,0.5,1.5,.325,3.7,5.4,.682,,,8.8,3.7,2.1,0.9,2.6,2.9,17.9,,8.79
1097,Dikembe Mutombo,Georgetown,,96,24,23.6,3.7,5.7,.644,3.7,5.7,.644,0.0,0.0,,2.5,3.9,.641,,,8.6,0.8,0.4,3.7,1.7,2.4,9.9,,11.27
1098,Steve Smith,Michigan State,,122,55,34.4,6.8,13.9,.487,5.6,11.0,.506,1.2,2.9,.416,3.8,5.0,.756,,,6.1,3.7,0.9,0.3,3.1,2.6,18.5,,9.63
1099,Doug Smith,Missouri,,128,83,29.4,7.0,13.7,.510,7.0,13.6,.515,0.0,0.2,.174,3.0,4.0,.747,,,8.2,2.5,1.4,1.0,2.6,3.3,17.1,,9.82
1100,Luc Longley,New Mexico,,132,,27.6,5.3,9.0,.586,5.3,9.0,.587,0.0,0.0,.000,2.9,3.9,.735,,,6.9,2.4,0.7,2.5,2.6,2.2,13.4,,4.52
1101,Mark Macon,Temple,,126,64,37.5,7.8,18.4,.423,5.8,13.2,.442,2.0,5.2,.374,3.2,4.1,.779,,,5.6,2.8,2.2,0.1,1.8,2.3,20.7,,3.84
1102,Stacey Augmon,UNLV,,145,36,29.5,5.2,9.4,.555,4.6,7.8,.583,0.7,1.6,.420,2.8,4.1,.677,,,6.9,3.0,1.9,0.9,2.2,2.6,13.9,,6.52
1103,Bison Dele,Arizona,,67,27,23.4,4.9,8.2,.591,4.9,7.3,1.389,0.0,0.0,.000,2.7,3.8,.696,,,6.8,0.5,0.7,1.2,1.8,2.7,12.4,,
1104,Terrell Brandon,Oregon,,57,28,38.2,8.1,16.8,.484,6.7,13.1,.513,1.4,3.7,.380,4.5,5.5,.810,,,3.6,5.5,2.0,0.1,3.6,2.1,22.2,,9.29
1105,Greg Anthony,UNLV,,110,34,29.9,4.0,8.9,.452,2.8,5.6,.493,1.2,3.3,.382,2.6,3.7,.712,,,2.8,7.6,2.5,0.3,2.7,2.5,11.9,,
1106,Dale Davis,Clemson,,121,97,28.9,5.2,8.9,.588,5.2,8.9,.590,0.0,0.0,.000,3.2,5.4,.590,,,10.0,0.7,0.9,1.7,1.6,2.9,13.6,,7.46
1107,Rich King,Nebraska,,124,75,23.6,4.5,8.1,.564,4.5,8.0,.565,0.0,0.0,.400,2.8,4.1,.676,,,6.1,1.8,0.5,1.5,2.2,2.9,11.9,,7.95
1108,Anthony Avent,Seton Hall,,100,63,23.5,4.2,7.9,.527,4.2,7.9,.527,0.0,0.0,,2.4,3.4,.701,,,7.1,1.1,0.5,1.2,2.1,2.8,10.7,,9.84
1109,Chris Gatling,Old Dominion,,85,30,31.3,8.2,13.5,.606,8.2,13.5,.607,0.0,0.0,.000,4.9,7.1,.689,,,10.1,0.9,1.7,2.3,2.9,3.3,21.3,,1.04
1110,Victor Alexander,Iowa State,,111,84,26.6,7.0,11.5,.611,7.0,11.5,.611,0.0,0.0,.000,3.0,4.8,.635,,,7.3,1.1,0.7,1.1,1.9,2.2,17.0,,9.97
1111,Kevin Brooks,Louisiana,,116,57,37.4,7.6,14.6,.522,6.3,11.5,.552,1.3,3.1,.409,3.3,4.2,.774,,,6.2,1.7,0.6,0.4,2.3,1.9,19.8,,-1.72
1112,LaBradford Smith,Louisville,,133,68,31.4,4.5,9.3,.481,3.5,6.4,.546,1.0,2.9,.339,3.7,4.3,.866,,,2.9,5.4,1.7,0.1,3.8,2.7,13.6,,8.30
1113,John Turner,Georgetown,,32,27,21.3,2.3,4.9,.468,2.3,4.9,.468,0.0,0.0,,2.0,3.6,.552,,,6.2,0.9,0.6,0.5,1.3,2.0,6.6,,10.37
1114,Eric Murdock,Providence,,117,20,31.2,5.9,13.5,.435,4.4,9.4,.470,1.4,4.1,.354,4.1,5.2,.784,,,4.3,4.2,3.2,0.3,2.8,2.9,17.3,,7.26
1115,LeRon Ellis,Syracuse,,64,60,25.2,3.5,7.1,.486,3.4,6.8,.493,0.1,0.3,.316,1.6,2.7,.578,,,5.9,1.0,1.5,1.6,1.0,3.2,8.6,,
1116,Stanley Roberts,LSU,,32,,26.8,6.3,11.2,.560,6.3,11.1,.562,0.0,0.0,.000,1.6,3.5,.459,,,9.8,1.3,0.6,1.9,1.8,3.8,14.1,,7.61
1117,Rick Fox,UNC,,140,82,22.7,4.5,8.7,.518,3.4,5.9,.580,1.1,2.8,.388,2.0,2.7,.757,,,4.2,2.3,1.4,0.3,2.4,2.9,12.2,,11.25
1118,Mark Randall,Kansas,,132,104,23.5,4.9,7.9,.620,4.9,7.8,.623,0.0,0.0,.167,2.6,4.0,.651,,,5.5,1.6,0.8,0.2,1.8,2.3,12.3,,8.99
1119,Pete Chilcutt,UNC,,140,77,22.7,3.5,6.5,.534,3.3,6.0,.547,0.1,0.4,.345,1.2,1.7,.710,,,5.5,1.3,0.8,0.6,1.6,1.1,8.2,,11.25
1120,Kevin Lynch,Minnesota,,119,65,26.8,4.4,9.3,.469,3.4,6.8,.498,1.0,2.5,.393,1.7,2.1,.784,,,3.1,2.5,1.1,0.2,1.8,2.4,11.4,,8.88
1121,Rodney Monroe,NC State,,124,92,32.2,7.1,15.6,.457,4.5,9.7,.470,2.6,6.0,.436,3.7,4.4,.836,,,4.0,2.4,0.9,0.2,2.1,1.7,20.6,,8.36
1122,Randy Brown,New Mexico State,,60,,30.4,4.0,9.5,.423,3.6,8.2,.437,0.4,1.3,.333,4.2,6.0,.702,,,3.8,4.9,2.7,0.3,3.4,3.0,12.7,,
1123,Chad Gallagher,Creighton,,124,77,31.7,6.5,11.9,.551,6.4,11.7,.551,0.1,0.2,.545,2.8,3.9,.720,,,7.2,1.0,0.6,1.5,2.5,3.2,16.0,,3.00
1124,Donald Hodge,Temple,,65,,35.5,4.8,8.9,.538,4.8,8.9,.538,0.0,0.0,,3.7,5.2,.714,,,7.5,0.9,0.8,0.8,2.0,2.5,13.3,,5.15
1125,Myron Brown,UMKC,,42,1,,1.7,3.0,.547,1.7,3.0,.547,0.0,0.0,,1.0,1.6,.657,0.8,1.2,3.8,0.5,0.3,0.2,0.6,0.6,4.4,,-4.27
1126,Mike Iuzzolino,Saint Francis (PA),,59,58,36.5,6.9,12.6,.546,3.8,6.7,.567,3.1,5.9,.523,5.9,6.7,.879,,,2.8,4.4,1.0,0.0,2.3,1.9,22.8,,
1127,Chris Corchiani,NC State,,124,112,33.0,3.7,7.9,.463,2.6,5.4,.489,1.0,2.5,.408,3.2,3.8,.822,,,2.1,8.4,2.6,0.1,3.2,2.8,11.5,,8.36
1128,Elliot Perry,Memphis,,126,,32.7,6.0,13.5,.443,4.8,10.2,.474,1.1,3.3,.345,4.5,5.6,.794,,,3.5,4.3,2.4,0.1,3.2,2.2,17.5,,5.52
1129,Jimmy Oliver,Purdue,,90,44,25.5,3.7,8.0,.465,2.4,4.6,.510,1.4,3.4,.406,1.8,2.4,.751,,,3.1,2.5,0.5,0.3,1.6,1.3,10.7,,10.91
1130,Doug Overton,La Salle,,123,83,35.0,5.6,11.4,.486,4.4,8.4,.526,1.2,3.1,.378,2.3,2.8,.814,0.9,2.3,3.4,5.5,2.3,0.0,2.7,1.8,14.6,,-0.77
1131,Sean Green,Iona,,81,8,32.7,7.4,16.7,.444,5.8,11.7,.493,1.6,4.9,.328,2.7,3.8,.718,,,4.8,1.0,1.6,0.5,2.3,1.9,19.1,,
1132,Bobby Phills,Southern,,113,,26.6,6.1,14.1,.429,3.6,7.1,.499,2.5,7.0,.358,2.4,3.4,.710,,,4.0,1.8,1.9,0.2,1.6,0.6,17.0,,-8.78
1133,Richard Dumas,Oklahoma State,,70,61,29.5,6.4,12.8,.501,6.3,12.4,.510,0.1,0.4,.192,3.0,4.4,.685,,,6.5,2.1,1.9,0.9,3.2,2.8,15.9,,7.57
1134,Isaac Austin,Arizona State,,61,,28.8,5.8,10.3,.559,5.8,10.3,.561,0.0,0.0,.000,3.4,5.4,.637,,,7.4,1.4,0.8,0.7,2.5,2.9,15.0,,7.97
1135,Greg Sutton,Oral Roberts,,28,27,33.4,7.6,20.1,.379,4.7,11.2,.419,3.0,9.0,.331,3.7,5.6,.656,,,4.3,3.2,1.6,0.5,3.9,3.7,21.9,,6.55
1136,Derrick Coleman,Syracuse,,143,139,32.8,5.4,9.5,.568,5.3,9.1,.580,0.1,0.4,.291,4.1,6.0,.684,,,10.7,2.3,1.3,2.2,2.3,3.0,15.0,,8.71
1137,Gary Payton,Oregon State,,120,89,37.7,6.9,14.3,.485,5.4,10.2,.530,1.5,4.0,.369,2.8,4.1,.684,,,4.0,7.8,2.7,0.5,3.3,3.5,18.1,,6.72
1138,Mahmoud Abdul-Rauf,LSU,,64,,37.2,10.4,21.9,.474,7.7,14.7,.524,2.7,7.2,.372,5.5,6.4,.863,,,3.0,3.6,1.7,0.1,3.6,2.1,29.0,,7.02
1139,Dennis Scott,Georgia Tech,,99,98,37.2,7.5,16.6,.452,4.0,8.2,.483,3.5,8.4,.422,2.8,3.6,.777,,,5.3,2.9,1.5,0.5,2.3,2.1,21.4,,8.65
1140,Kendall Gill,Illinois,,117,70,25.4,4.5,8.9,.501,3.8,7.0,.535,0.7,1.9,.374,2.4,3.2,.755,,,2.8,3.0,1.9,0.3,1.8,1.7,12.0,,10.20
1141,Felton Spencer,Louisville,,134,40,18.4,3.1,4.9,.628,3.1,4.9,.628,0.0,0.0,,2.6,3.9,.676,,,5.2,0.7,0.4,1.0,1.5,2.9,8.7,,8.33
1142,Lionel Simmons,La Salle,,131,131,38.5,9.5,18.9,.501,9.1,17.9,.506,0.4,1.0,.415,5.1,7.1,.722,3.5,7.4,10.9,2.7,1.8,1.9,2.9,2.2,24.6,,-0.92
1143,Bo Kimble,Loyola Marymount,,76,59,28.4,9.7,19.8,.488,7.0,13.3,.528,2.6,6.4,.407,4.5,5.4,.833,,,5.3,1.5,2.3,0.4,1.8,2.9,26.4,,
1144,Willie Burton,Minnesota,,118,99,28.4,5.5,10.7,.511,4.8,8.9,.538,0.7,1.8,.378,3.6,4.8,.749,,,6.0,1.7,0.9,0.7,2.4,3.0,15.3,,8.85
1145,Rumeal Robinson,Michigan,,100,98,29.9,5.2,9.8,.528,4.3,7.7,.560,0.9,2.1,.411,3.3,5.0,.666,,,3.2,5.8,1.5,0.3,3.3,2.9,14.5,,10.46
1146,Tyrone Hill,Xavier,,126,92,30.9,6.0,10.3,.579,6.0,10.3,.580,0.0,0.0,.000,4.0,5.7,.692,,,10.9,1.0,0.8,0.5,2.7,3.3,15.9,,0.50
1147,Alec Kessler,Georgia,,123,0,28.1,5.0,10.0,.499,4.9,9.7,.502,0.1,0.3,.417,4.5,5.9,.763,,,7.3,0.9,0.6,0.4,2.2,2.7,14.5,,6.91
1148,Loy Vaught,Michigan,,134,73,22.0,4.6,7.5,.617,4.6,7.4,.619,0.0,0.0,.333,1.6,2.1,.752,,,7.4,0.7,0.5,0.6,1.3,2.7,10.8,,10.03
1149,Travis Mays,Texas,,124,26,35.0,6.1,13.8,.442,4.1,8.5,.488,2.0,5.4,.370,4.2,5.6,.746,,,4.8,2.3,1.3,0.2,3.0,2.9,18.4,,3.72
1150,Dave Jamerson,Ohio,,115,33,32.4,7.5,15.4,.488,5.2,10.4,.503,2.7,6.6,.419,3.2,3.8,.846,,,4.5,2.4,1.1,0.1,2.1,2.3,20.3,,-0.79
1151,Terry Mills,Michigan,,102,101,27.9,5.9,10.4,.562,5.9,10.4,.564,0.0,0.0,.000,2.0,2.7,.755,,,6.7,2.2,0.8,1.1,2.1,2.6,13.8,,10.46
1152,Jerrod Mustaf,Maryland,,59,58,32.1,6.7,12.7,.525,6.4,12.1,.532,0.2,0.6,.389,3.1,4.0,.756,,,7.7,1.5,0.6,0.8,2.8,2.2,16.6,,7.74
1153,Duane Causwell,Temple,,75,30,25.3,2.8,5.5,.504,2.8,5.5,.505,0.0,0.0,.000,1.7,2.7,.624,,,6.0,0.4,0.6,2.7,0.9,2.7,7.2,,3.00
1154,Dee Brown,Jacksonville,,108,29,29.0,5.4,11.3,.482,4.6,9.1,.510,0.8,2.2,.366,2.3,3.0,.763,,,5.3,3.1,1.9,0.3,2.3,2.2,13.9,,1.43
1155,Gerald Glass,Ole Miss,,60,60,36.3,10.2,19.9,.511,8.7,16.0,.544,1.5,3.9,.377,4.3,5.8,.736,,,8.1,3.0,2.7,1.0,3.0,3.3,26.1,,6.23
1156,Jayson Williams,St. John's (NY),,72,13,28.8,5.7,10.3,.550,5.7,10.3,.551,0.0,0.1,.250,3.5,5.4,.652,,,6.8,0.5,0.4,0.8,2.2,3.3,14.9,,8.17
1157,Tate George,UConn,,128,62,31.5,3.5,7.7,.448,3.2,6.8,.465,0.3,0.9,.322,2.5,3.3,.773,,,3.3,5.3,1.6,0.2,2.3,2.5,9.7,,6.27
1158,Anthony Bonner,Saint Louis,,133,98,32.5,5.8,10.8,.539,5.8,10.7,.541,0.0,0.1,.333,3.2,5.0,.634,,,10.7,2.0,1.4,0.5,2.4,2.5,14.8,,0.52
1159,Dwayne Schintzius,Florida,,110,65,31.6,6.3,12.8,.494,6.3,12.6,.499,0.0,0.2,.158,2.1,2.9,.729,,,7.5,2.3,0.6,2.5,2.6,3.1,14.8,,8.63
1160,Alaa Abdelnaby,Duke,,134,57,14.8,3.3,5.6,.599,3.3,5.6,.599,0.0,0.0,,1.8,2.5,.728,,,3.7,0.4,0.4,0.5,1.0,2.1,8.5,,8.14
1161,Lance Blanks,Texas,,66,,37.2,6.7,15.7,.426,4.3,9.2,.473,2.4,6.5,.361,4.2,5.7,.745,,,4.9,3.7,3.0,0.3,2.9,2.8,20.0,,
1162,Elden Campbell,Clemson,,123,85,26.0,6.1,10.9,.562,6.1,10.8,.564,0.0,0.1,.300,3.0,4.7,.641,,,6.8,0.9,1.1,2.7,2.2,2.9,15.3,,6.10
1163,Les Jepsen,Iowa,,102,30,16.1,2.2,3.7,.585,2.2,3.7,.589,0.0,0.0,.250,1.6,2.6,.600,,,5.0,0.7,0.3,0.6,1.3,1.6,5.9,,9.74
1164,Carl Herrera,Houston,,33,,31.0,5.7,10.1,.565,5.6,9.8,.569,0.1,0.2,.375,5.2,6.5,.804,,,9.2,1.6,1.5,2.0,2.0,2.8,16.7,,4.40
1165,Negele Knight,Dayton,,122,28,33.3,5.2,11.0,.469,5.0,10.0,.499,1.0,2.4,.425,3.7,5.0,.746,,,3.1,5.4,1.3,0.1,2.9,2.5,14.8,,3.21
1166,Brian Oliver,Georgia Tech,,127,113,34.8,5.4,10.4,.516,4.5,8.2,.551,0.8,2.1,.385,3.0,4.1,.742,,,4.8,4.2,1.1,0.1,2.5,2.6,14.6,,8.74
1167,Walter Palmer,Dartmouth,,87,,18.7,4.0,7.2,.548,4.0,7.1,.554,0.0,0.1,.111,2.4,3.2,.768,,,5.3,0.3,0.4,2.6,1.7,3.6,10.4,,-7.85
1168,Kevin Pritchard,Kansas,,139,129,28.6,4.3,8.9,.487,3.2,6.1,.522,1.1,2.7,.406,2.3,3.0,.774,,,2.4,3.6,1.4,0.2,2.1,2.6,12.2,,8.84
1169,Greg Foster,UTEP,,58,54,27.0,4.3,9.2,.471,4.3,9.1,.473,0.0,0.1,.000,2.2,3.0,.734,,,6.7,0.8,0.3,1.0,2.0,3.1,10.8,,
1170,Trevor Wilson,UCLA,,126,93,29.8,5.6,11.2,.498,5.6,11.2,.501,0.0,0.1,.167,3.0,5.2,.587,,,7.9,2.4,0.8,0.3,2.7,2.8,14.3,,8.06
1171,A.J. English,Iona,,112,101,34.4,5.5,12.9,.423,2.7,5.5,.489,2.8,7.5,.374,4.2,5.3,.792,0.7,3.7,4.3,4.6,1.3,0.5,2.9,2.3,17.9,,-1.10
1172,Jud Buechler,Arizona,,131,74,22.4,3.4,6.1,.547,3.0,5.3,.572,0.3,0.8,.381,1.7,2.3,.743,,,4.9,2.0,0.9,0.3,1.5,1.7,8.7,,8.60
1173,Steve Scheffler,Purdue,,110,60,22.2,3.7,5.4,.685,3.7,5.4,.685,0.0,0.0,,3.1,4.1,.750,,,4.9,0.7,0.3,0.2,1.1,2.0,10.5,,10.20
1174,Bimbo Coles,Virginia Tech,,115,74,33.2,7.6,17.6,.429,6.3,13.6,.460,1.3,4.0,.324,5.2,6.9,.748,,,3.9,4.8,1.9,0.2,3.0,2.9,21.6,,5.00
1175,Steve Bardo,Illinois,,129,90,26.3,2.4,5.6,.439,2.0,4.5,.436,0.5,1.0,.455,1.7,2.4,.701,,,4.3,3.8,1.0,0.3,2.0,2.5,7.0,,10.20
1176,Marcus Liberty,Illinois,,65,53,26.2,5.0,10.0,.495,4.8,9.5,.499,0.2,0.5,.424,2.5,3.2,.769,,,5.3,1.2,1.1,0.6,1.6,2.3,12.6,,11.16
1177,Tony Massenburg,Maryland,,112,83,26.2,4.7,8.9,.523,6.0,11.3,.527,0.0,0.0,.000,2.7,4.3,.643,,,6.4,0.5,0.5,0.9,1.7,2.7,12.1,,8.82
1178,Steve Henson,Kansas State,,127,22,35.2,4.1,9.4,.442,2.3,5.2,.438,1.9,4.2,.447,2.8,3.2,.900,,,2.4,4.6,1.5,0.1,2.3,2.4,13.0,,9.13
1179,Antonio Davis,UTEP,,122,93,25.8,3.3,6.1,.538,3.3,6.1,.540,0.0,0.0,.000,2.6,4.3,.600,,,6.1,0.5,0.4,0.9,1.4,2.0,9.2,,3.61
1180,Kenny Williams,Gonzaga,,21,0,,0.3,0.9,.333,0.2,0.7,.357,0.0,0.2,.250,0.3,0.5,.600,0.0,0.0,0.3,0.4,0.1,0.0,0.7,0.0,0.9,,2.48
1181,Derek Strong,Xavier,,96,62,27.4,4.4,7.7,.573,4.4,7.7,.573,0.0,0.0,,4.7,5.8,.802,,,8.4,0.7,0.8,0.6,2.2,3.2,13.4,,0.72
1182,Cedric Ceballos,Cal State Fullerton,,58,57,35.5,8.4,18.2,.463,7.6,15.5,.490,0.8,2.7,.305,4.5,6.7,.671,,,10.7,1.6,1.6,0.4,3.3,2.5,22.1,,3.93
1183,Tony Smith,Marquette,,114,52,32.4,5.4,10.4,.521,4.9,9.3,.531,0.5,1.1,.430,3.6,4.5,.785,,,4.1,4.1,1.7,0.5,2.9,2.6,14.8,,3.03
1184,Sean Higgins,Michigan,,72,35,24.1,4.8,9.9,.490,3.4,6.6,.510,1.4,3.2,.448,1.4,1.8,.785,,,3.3,1.7,0.3,0.3,1.8,2.2,12.5,,10.46
1185,Pervis Ellison,Louisville,,136,100,31.9,6.3,10.9,.577,6.7,11.4,.585,0.0,0.0,.333,3.1,4.6,.687,,,8.4,2.4,1.3,2.8,2.3,3.0,15.8,,9.27
1186,Danny Ferry,Duke,,143,124,30.1,5.7,11.7,.484,5.9,11.6,.510,1.0,2.7,.388,3.0,3.9,.775,,,7.0,3.5,1.2,0.5,2.8,2.8,15.1,,8.31
1187,Sean Elliott,Arizona,,133,95,33.8,6.7,13.2,.512,5.6,10.3,.548,1.4,3.2,.428,4.7,5.9,.793,,,6.1,3.4,0.8,0.3,2.8,1.8,19.2,,7.38
1188,Glen Rice,Michigan,,134,101,29.8,7.5,13.1,.569,7.5,12.6,.591,1.3,2.8,.480,2.3,2.8,.797,,,6.4,2.0,0.8,0.3,1.8,1.9,18.2,,9.85
1189,J.R. Reid,UNC,,96,80,29.0,6.1,10.1,.601,6.1,10.1,.601,0.0,0.0,,4.0,6.0,.668,,,7.6,1.7,1.1,0.9,3.0,3.2,16.2,,10.61
1190,Stacey King,Oklahoma,,114,24,26.5,6.6,12.9,.516,7.3,14.0,.523,0.0,0.0,.000,4.3,6.3,.690,,,7.2,1.1,0.7,2.0,1.9,1.6,17.6,,8.56
1191,George McCloud,Florida State,,117,32,24.3,4.5,9.8,.460,3.1,6.6,.476,2.3,5.2,.436,2.7,3.5,.778,,,3.4,2.6,0.9,0.1,2.4,2.0,13.5,,5.19
1192,Randy White,Louisiana Tech,,127,60,27.7,5.8,9.7,.592,6.4,10.3,.618,0.2,0.6,.426,3.6,5.3,.689,,,8.3,0.6,0.9,0.5,2.2,3.5,15.3,,1.68
1193,Tom Hammonds,Georgia Tech,,123,122,35.7,6.9,12.2,.566,7.7,13.8,.557,0.0,0.0,.333,3.0,3.8,.801,,,7.2,1.4,0.5,0.6,2.1,2.3,16.9,,9.08
1194,Pooh Richardson,UCLA,,122,115,35.2,4.9,9.6,.513,4.5,8.6,.526,0.6,1.2,.464,1.7,2.7,.624,,,4.6,6.8,1.5,0.2,3.0,2.5,12.0,,7.32
1195,Nick Anderson,Illinois,,69,57,29.5,7.0,12.7,.553,6.7,11.7,.570,0.4,1.0,.361,2.6,3.9,.657,,,7.3,1.8,1.4,0.9,1.7,2.0,17.0,,11.12
1196,Mookie Blaylock,Oklahoma,,74,,36.6,6.9,15.2,.457,4.6,9.1,.509,2.3,6.0,.379,1.9,2.9,.668,,,4.4,6.3,3.8,0.3,2.7,2.3,18.1,,8.93
1197,Michael Smith,BYU,,122,85,31.8,7.3,14.3,.507,7.2,13.6,.532,1.2,2.9,.430,3.5,4.0,.878,,,7.6,2.6,0.6,0.2,2.9,2.6,19.0,,4.66
1198,Tim Hardaway,UTEP,,124,92,28.8,4.6,9.4,.486,4.8,9.4,.512,0.7,2.0,.352,3.0,4.2,.718,,,2.6,4.5,2.1,0.2,2.0,2.4,12.8,,2.63
1199,Todd Lichti,Stanford,,124,53,33.1,6.6,12.3,.538,5.5,10.0,.555,1.2,2.5,.477,4.7,5.6,.840,,,5.3,2.5,1.3,0.2,2.4,2.2,18.8,,6.05
1200,Dana Barros,Boston College,,119,57,37.3,6.9,14.6,.473,4.1,8.1,.508,3.2,7.4,.432,3.4,4.0,.841,,,3.2,3.7,1.5,0.1,2.2,1.8,19.7,,6.23
1201,Shawn Kemp,Washington,,114,50,16.6,2.3,4.0,.569,2.3,4.0,.569,0.0,0.0,,0.9,1.4,.626,1.0,1.2,2.2,0.1,0.1,0.5,0.8,2.0,5.4,,5.94
1202,B.J. Armstrong,Iowa,,130,103,25.1,4.5,9.1,.492,4.1,8.0,.511,1.3,3.0,.443,3.1,3.7,.831,,,2.0,4.0,1.4,0.1,2.0,1.2,13.1,,9.18
1203,Kenny Payne,Louisville,,128,38,20.7,3.5,7.4,.469,3.3,6.6,.498,0.9,2.3,.401,0.8,1.0,.782,,,3.7,1.1,0.4,0.3,1.4,1.8,8.5,,9.27
1204,Jeff Sanders,Georgia Southern,,119,60,32.2,6.4,11.9,.541,7.3,13.4,.540,0.0,0.0,,2.8,4.0,.691,,,7.5,1.5,0.7,0.8,2.8,3.0,15.6,,-5.63
1205,Blue Edwards,East Carolina,,57,55,32.7,8.2,14.7,.555,7.7,13.8,.561,0.5,1.0,.473,3.8,5.1,.750,,,6.3,2.5,1.5,0.5,2.9,3.6,20.6,,-2.19
1206,Byron Irvin,Missouri,,66,51,29.9,5.4,10.4,.525,4.3,7.3,.592,1.1,3.1,.368,4.6,5.8,.791,,,4.1,2.9,1.5,0.2,2.0,2.1,16.6,,
1207,Roy Marble,Iowa,,134,131,29.6,5.9,10.9,.539,5.9,10.6,.558,0.3,0.7,.342,3.9,5.3,.730,,,5.0,2.1,1.4,0.1,2.3,2.3,15.8,,9.18
1208,Anthony Cook,Arizona,,133,86,30.4,4.7,8.2,.575,5.5,9.4,.588,0.0,0.0,.000,2.5,3.9,.645,,,6.5,0.4,0.7,2.1,1.4,1.9,12.0,,7.38
1209,John Morton,Seton Hall,,131,107,26.2,4.1,9.1,.453,3.7,7.8,.473,0.9,2.2,.391,3.5,4.5,.771,,,2.4,3.5,1.6,0.4,3.0,2.7,12.4,,6.61
1210,Kenny Battle,Illinois,,69,66,30.9,6.0,10.2,.591,5.9,9.9,.594,0.1,0.3,.500,4.0,5.5,.720,,,5.2,1.7,2.3,0.3,1.9,2.3,16.1,,
1211,Sherman Douglas,Syracuse,,138,110,29.6,5.8,10.7,.538,6.0,10.6,.568,0.6,1.9,.332,2.9,4.1,.695,,,2.2,7.0,1.7,0.1,3.0,1.7,14.9,,8.16
1212,Dyron Nix,Tennessee,,113,97,33.1,6.3,12.3,.515,6.9,12.8,.537,0.4,1.3,.348,3.6,5.2,.707,,,8.4,0.9,1.2,1.3,2.4,2.7,16.6,,7.53
1213,Frank Kornet,Vanderbilt,,117,,20.6,3.2,6.0,.534,3.5,6.5,.543,0.0,0.1,.333,1.5,2.4,.642,,,4.5,0.8,0.6,0.2,1.1,2.0,8.0,,8.51
1214,Jeff Martin,Murray State,,117,115,35.7,7.9,15.2,.522,8.0,14.6,.545,1.1,2.5,.449,4.6,6.0,.766,,,5.7,1.8,1.1,1.1,2.4,2.3,21.2,,-1.48
1215,Stanley Brundy,DePaul,,112,37,25.0,5.5,8.7,.627,6.3,9.9,.635,0.0,0.0,,1.4,2.8,.490,,,7.5,1.0,1.5,1.1,1.3,2.6,12.3,,4.65
1216,Jay Edwards,Indiana,,57,48,30.2,5.8,12.6,.465,3.4,7.5,.454,2.5,5.1,.481,4.1,4.8,.847,,,3.5,3.5,1.0,0.6,2.6,2.6,18.2,,11.25
1217,Gary Leonard,Missouri,,132,68,16.8,2.6,4.7,.560,2.8,4.9,.585,0.0,0.0,,1.2,2.3,.516,,,4.0,0.7,0.3,0.7,1.4,1.9,6.4,,8.64
1218,Pat Durham,Colorado State,,125,17,32.8,5.6,11.0,.515,6.6,12.5,.527,0.0,0.1,.111,4.6,6.5,.697,,,6.8,1.5,1.0,1.4,2.5,2.5,15.8,,3.38
1219,Clifford Robinson,UConn,,109,18,28.0,5.7,12.7,.452,6.8,14.7,.466,0.1,0.4,.333,3.7,5.8,.641,,,6.1,1.2,1.0,1.1,2.4,3.2,15.3,,5.82
