,playerName,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,dummy,SOS
828,Greg Buckner,Clemson,,122,122,32.6,5.6,11.0,.504,5.2,9.5,.540,0.4,1.5,.276,2.8,4.3,.665,,,4.9,2.1,1.5,0.3,1.5,1.8,14.4,,9.48
829,Tremaine Fowlkes,Fresno State,,32,,,5.0,10.3,.491,4.8,9.1,.533,0.2,1.2,.162,3.7,5.8,.636,,,11.2,1.0,1.6,0.3,,,13.9,,
830,Ryan Bowen,Iowa,,120,,22.8,3.3,5.8,.575,3.2,5.4,.590,0.2,0.4,.375,2.4,3.4,.685,,,6.7,1.0,1.7,1.0,1.4,1.5,9.1,,7.18
831,J.R. Henderson,UCLA,,127,,28.1,5.3,9.7,.549,5.2,9.4,.554,0.1,0.3,.353,3.4,5.4,.638,,,6.4,1.6,1.1,0.5,2.3,1.9,14.2,,9.68
832,Torraye Braggs,Xavier,,59,,30.9,4.7,8.6,.550,4.7,8.6,.551,0.0,0.0,.000,3.9,5.4,.727,,,7.8,2.5,1.4,0.4,3.3,1.6,13.4,,5.02
833,Maceo Baston,Michigan,,126,,22.4,3.7,6.0,.627,3.7,5.9,.629,0.0,0.0,.000,3.2,4.9,.648,,,6.6,0.6,0.7,1.1,2.0,2.3,10.6,,9.40
834,Tim Duncan,Wake Forest,,128,96,35.1,6.2,10.7,.577,6.0,10.3,.588,0.1,0.4,.321,4.1,5.9,.689,,,12.3,2.3,0.5,3.8,2.6,2.4,16.5,,9.98
835,Keith Van Horn,Utah,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,Chauncey Billups,Colorado,,55,,33.9,5.4,13.1,.413,3.2,7.4,.437,2.2,5.7,.382,5.6,6.5,.857,,,5.6,5.1,1.9,0.1,3.7,2.3,18.5,,6.42
837,Antonio Daniels,Bowling Green State,,111,,33.3,5.9,11.4,.515,5.1,9.5,.540,0.8,1.9,.396,3.6,4.8,.758,,,2.9,5.2,1.5,0.3,2.8,1.5,16.1,,1.36
838,Tony Battie,Texas Tech,,87,29,24.7,4.2,7.7,.545,4.1,7.3,.560,0.1,0.4,.278,2.1,3.3,.649,,,8.3,0.8,0.6,1.9,1.6,2.6,10.7,,3.60
839,Ron Mercer,Kentucky,,76,,26.0,5.3,11.0,.483,4.4,8.3,.529,0.9,2.8,.344,1.8,2.2,.782,,,4.1,1.9,1.3,0.2,1.4,1.9,13.3,,9.63
840,Tim Thomas,Villanova,,32,,31.4,5.8,13.0,.450,4.4,8.6,.507,1.5,4.4,.336,3.8,4.8,.796,,,6.0,2.1,1.8,1.0,2.8,2.8,16.9,,9.45
841,Adonal Foyle,Colgate,,87,,36.5,8.2,15.0,.547,8.2,14.8,.551,0.0,0.1,.100,4.0,8.2,.491,,,12.7,1.5,0.7,5.7,3.8,2.4,20.4,,-5.01
842,Danny Fortson,Cincinnati,,100,33,26.9,6.6,11.6,.565,6.6,11.6,.566,0.0,0.0,.000,5.7,7.7,.743,,,8.7,1.2,0.9,0.4,2.6,3.5,18.8,,7.35
843,Tariq Abdul-Wahad,San Jose State,,51,,30.7,7.3,15.5,.473,6.5,12.8,.504,0.9,2.7,.324,5.1,6.9,.734,,,7.6,1.8,1.3,0.8,3.0,3.0,20.6,,
844,Austin Croshere,Providence,,121,,23.6,4.1,9.3,.440,2.9,5.7,.502,1.2,3.6,.340,3.2,3.8,.843,,,5.3,1.0,0.9,0.6,1.9,2.0,12.6,,8.81
845,Derek Anderson,Kentucky,,55,,21.5,4.1,8.3,.500,3.0,5.5,.551,1.1,2.8,.399,2.9,3.6,.797,,,3.6,2.8,1.8,0.2,1.5,2.2,12.3,,
846,Maurice Taylor,Michigan,,98,,28.5,5.4,10.8,.497,5.3,10.7,.500,0.1,0.2,.313,2.1,3.2,.642,,,6.1,1.2,0.6,0.9,2.0,2.9,12.9,,9.33
847,Kelvin Cato,Iowa State,,55,58,27.2,4.0,9.1,.443,4.0,9.1,.444,0.0,0.0,.000,2.4,4.1,.589,,,8.1,0.6,0.9,3.4,1.7,3.1,10.5,,
848,Brevin Knight,Stanford,,115,,32.2,4.5,10.8,.416,3.7,8.4,.439,0.8,2.4,.336,5.1,6.4,.798,,,3.8,6.8,2.6,0.1,3.5,2.8,14.9,,7.59
849,Johnny Taylor,Chattanooga,,62,,30.1,6.4,12.8,.497,5.3,9.6,.550,1.1,3.2,.337,3.4,5.0,.692,,,7.2,2.0,1.0,0.8,2.4,3.0,17.3,,-5.61
850,Scot Pollard,Kansas,,128,62,21.5,3.3,6.0,.549,3.3,6.0,.549,0.0,0.0,1.000,2.8,4.2,.669,,,6.6,0.5,0.8,1.7,1.5,2.6,9.4,,8.45
851,Paul Grant,Wisconsin,,28,,27.3,4.6,9.3,.494,4.6,9.3,.496,0.0,0.0,.000,3.3,4.6,.713,,,5.2,0.8,0.5,1.2,2.2,2.9,12.5,,
852,Anthony Parker,Bradley,,112,107,32.2,4.7,10.5,.447,2.9,5.9,.500,1.7,4.6,.379,3.9,5.2,.750,,,5.7,3.2,1.4,0.7,2.5,2.0,15.0,,2.23
853,Ed Gray,California,,54,,28.3,6.9,15.3,.448,5.4,10.7,.503,1.4,4.5,.318,4.9,6.2,.790,,,3.3,1.9,1.6,0.2,2.7,2.6,20.0,,
854,Bobby Jackson,Minnesota,,60,,29.7,5.1,11.9,.427,4.1,8.7,.471,1.0,3.2,.307,3.3,4.1,.786,,,5.5,3.5,1.8,0.3,2.3,2.8,14.4,,8.06
855,Rodrick Rhodes,USC,,25,,28.6,4.6,10.2,.447,3.4,7.0,.483,1.2,3.2,.370,3.7,6.2,.597,,,4.9,4.2,1.6,0.3,3.8,2.6,14.0,,
856,John Thomas,Minnesota,,124,,20.7,2.8,5.7,.496,2.8,5.7,.497,0.0,0.0,.000,1.5,2.8,.536,,,5.1,0.7,0.6,0.8,1.5,2.4,7.1,,8.13
857,Charles Smith,Pitt,,122,122,33.6,5.8,11.6,.500,6.1,10.8,.559,0.0,0.2,.273,5.1,6.8,.753,,,8.1,1.4,0.9,2.8,2.0,3.0,16.8,,6.89
858,Jacque Vaughn,Kansas,,126,125,30.2,3.0,6.6,.459,2.2,4.5,.496,0.8,2.2,.383,2.7,3.7,.708,,,3.0,6.4,1.3,0.1,2.8,2.2,9.6,,8.45
859,Keith Booth,Maryland,,126,94,30.7,4.7,10.2,.456,4.5,9.4,.478,0.2,0.8,.210,4.6,6.5,.699,,,7.3,2.3,1.5,0.6,3.2,3.2,14.1,,9.23
860,Charles O'Bannon,UCLA,,124,,31.5,5.5,10.3,.538,4.9,8.5,.578,0.6,1.7,.343,2.8,3.7,.751,,,6.4,2.5,1.1,1.0,2.3,2.4,14.4,,8.60
861,James Cotton,Maryland-Eastern Shore,,19,3,13.9,0.8,1.8,.441,0.8,1.7,.469,0.0,0.1,.000,1.4,2.2,.634,0.7,2.0,2.7,0.4,0.6,0.3,0.9,2.4,2.9,,-7.38
862,Bubba Wells,Austin Peay,,105,99,31.8,8.3,15.9,.522,7.4,13.7,.541,0.9,2.2,.405,4.1,5.5,.747,,,6.9,2.0,1.3,0.9,2.4,2.4,21.6,,-5.12
863,Kebu Stewart,UNLV,,43,,34.3,6.0,12.1,.490,5.9,12.0,.493,0.0,0.1,.200,6.0,9.4,.638,,,10.8,0.8,1.0,0.8,3.2,3.1,18.0,,1.52
864,James Collins,Florida State,,112,70,32.8,5.8,12.8,.450,3.5,6.7,.522,2.3,6.1,.372,2.2,3.3,.679,,,4.5,2.5,1.7,0.3,2.4,2.6,16.0,,9.54
865,Marc Jackson,Temple,,63,,36.8,5.7,11.9,.477,5.6,11.7,.478,0.1,0.2,.400,4.5,6.2,.717,,,9.0,1.0,0.7,0.5,2.3,2.0,15.9,,
866,Jerald Honeycutt,Tulane,,125,,33.6,6.3,15.0,.421,4.8,10.0,.477,1.5,5.0,.308,3.5,5.2,.672,,,7.0,3.4,1.9,1.3,3.8,2.4,17.7,,3.58
867,Anthony Johnson,College of Charleston,,117,,24.0,2.9,6.1,.466,2.3,4.7,.485,0.6,1.4,.404,1.9,2.6,.725,,,2.6,4.4,1.2,0.2,,,8.2,,-6.87
868,Jason Lawson,Villanova,,131,65,29.1,4.1,7.0,.586,4.1,6.9,.587,0.0,0.0,.000,3.8,5.5,.692,,,6.9,1.4,0.7,2.9,2.6,3.5,11.9,,10.04
869,Cedric Henderson,Georgia,,28,,26.5,6.0,11.0,.544,,,,,,,3.5,5.2,.683,7.1,0.9,1.8,1.1,2.0,3.0,15.5,,7.16,,
870,God Shammgod,Providence,,65,,32.5,3.2,8.1,.393,2.7,5.9,.462,0.5,2.2,.208,3.4,5.1,.676,,,2.0,6.6,2.0,0.1,3.0,3.3,10.3,,8.88
871,Eric Washington,Alabama,,112,43,25.6,4.7,10.9,.435,2.4,4.9,.494,2.3,6.1,.386,1.9,2.4,.785,,,5.0,1.0,1.3,0.5,1.7,2.0,13.7,,6.20
872,Alvin Williams,Villanova,,131,51,30.0,3.7,8.4,.443,2.7,5.5,.493,1.0,2.9,.350,2.4,3.4,.726,,,3.7,4.2,1.5,0.3,2.3,2.6,10.9,,10.04
873,Chris Crawford,Marquette,,113,,22.0,3.2,7.3,.444,2.5,5.2,.471,0.8,2.0,.373,2.1,2.9,.721,,,3.5,0.8,0.6,0.4,1.5,2.7,9.3,,5.48
874,DeJuan Wheat,Louisville,,136,34,33.5,5.3,11.8,.452,3.0,5.5,.538,2.4,6.3,.377,3.0,4.0,.755,,,2.6,3.7,1.5,0.2,2.3,1.7,16.1,,8.19
875,Mark Blount,Pitt,,56,,20.5,2.4,5.2,.466,2.4,5.2,.466,0.0,0.0,.500,1.6,3.0,.518,,,3.6,0.7,0.5,1.9,2.3,3.1,6.4,,9.21
876,Allen Iverson,Georgetown,,67,37,32.5,7.7,17.5,.440,5.9,11.7,.503,1.8,5.8,.314,5.8,8.5,.683,,,3.6,4.6,3.2,0.3,4.1,2.5,23.0,,8.12
877,Marcus Camby,UMass,,92,63,25.3,5.9,11.7,.501,5.8,11.6,.506,0.0,0.1,.077,3.3,5.1,.661,,,7.0,1.4,0.8,3.7,2.0,2.8,15.1,,7.75
878,Shareef Abdur-Rahim,California,,28,,34.7,7.4,14.2,.518,7.1,13.5,.525,0.3,0.8,.381,6.1,8.9,.683,,,8.4,1.0,1.9,1.3,3.1,2.1,21.1,,6.44
879,Stephon Marbury,Georgia Tech,,36,35,37.4,6.5,14.3,.457,4.1,7.7,.533,2.4,6.6,.370,3.4,4.6,.738,,,3.1,4.5,1.8,0.1,3.2,2.3,18.9,,12.71
880,Ray Allen,UConn,,101,66,28.6,7.0,14.3,.487,4.7,9.2,.508,2.3,5.1,.448,2.8,3.5,.779,,,6.0,2.4,1.6,0.4,1.9,1.4,19.0,,7.30
881,Antoine Walker,Kentucky,,69,2,21.0,4.7,10.4,.449,4.3,8.9,.482,0.4,1.5,.252,1.9,2.9,.660,,,6.5,2.2,1.3,0.5,2.1,2.1,11.7,,9.85
882,Lorenzen Wright,Memphis,,64,,34.8,6.3,11.5,.551,6.3,11.5,.553,0.0,0.0,.000,3.4,5.3,.635,,,10.3,1.3,1.0,2.0,2.0,2.6,16.0,,6.18
883,Kerry Kittles,Villanova,,122,62,36.1,6.7,14.1,.478,4.5,8.3,.536,2.3,5.8,.394,2.6,3.7,.719,,,5.9,3.3,2.3,0.4,2.0,1.5,18.4,,9.47
884,Samaki Walker,Louisville,,50,,29.5,5.5,9.7,.570,5.5,9.6,.574,0.0,0.1,.286,3.2,5.6,.568,,,7.3,1.2,0.7,2.4,1.9,2.3,14.3,,8.83
885,Erick Dampier,Mississippi State,,93,,28.4,5.2,8.8,.587,5.2,8.8,.587,0.0,0.0,,2.9,5.1,.566,,,9.2,1.4,0.6,2.7,2.6,2.9,13.2,,8.21
886,Todd Fuller,NC State,,115,89,27.4,5.1,10.2,.498,4.9,9.7,.508,0.1,0.5,.309,3.5,4.3,.800,,,7.7,1.0,0.3,1.3,1.5,1.7,13.8,,8.63
887,Vitaly Potapenko,Wright State,,56,,30.5,7.3,12.1,.603,7.3,12.0,.607,0.0,0.1,.167,5.2,7.2,.725,,,6.9,1.4,0.5,1.0,4.2,3.7,19.9,,-0.92
888,Steve Nash,Santa Clara,,113,,30.1,4.7,10.9,.430,2.3,5.1,.462,2.3,5.8,.401,3.3,3.8,.867,,,3.1,4.5,1.3,0.1,3.1,1.8,14.9,,2.40
889,Tony Delk,Kentucky,,133,66,23.7,5.1,10.8,.474,3.0,5.5,.549,2.1,5.4,.397,1.8,2.6,.709,,,3.5,1.6,1.5,0.3,1.5,1.8,14.2,,9.59
890,John Wallace,Syracuse,,127,,33.0,6.2,11.6,.533,5.9,10.8,.544,0.3,0.8,.390,4.0,5.4,.738,,,8.4,2.0,1.1,1.6,3.1,2.7,16.7,,9.07
891,Walter McCarty,Kentucky,,103,37,20.5,3.4,6.6,.515,2.7,4.8,.557,0.7,1.8,.401,1.6,2.4,.684,,,5.1,1.8,0.9,1.0,1.8,2.7,9.2,,9.71
892,Dontae' Jones,Mississippi State,,33,,30.5,6.0,12.7,.474,5.3,10.2,.516,0.7,2.5,.296,1.9,2.6,.744,,,6.8,1.9,1.1,0.9,2.2,2.8,14.7,,8.72
893,Roy Rogers,Alabama,,102,44,20.4,2.7,5.2,.517,2.7,5.2,.519,0.0,0.0,.000,1.0,1.6,.610,,,5.0,0.5,0.4,2.6,1.2,2.0,6.4,,6.65
894,Derek Fisher,Little Rock,,112,104,32.6,3.9,9.3,.414,2.7,6.4,.429,1.1,2.9,.380,3.6,4.8,.747,,,4.4,4.2,1.6,0.1,2.4,2.6,12.4,,-2.35
895,Jerome Williams,Georgetown,,68,37,28.8,4.0,7.4,.544,4.0,7.1,.558,0.0,0.3,.167,2.5,3.9,.634,,,9.3,1.4,1.6,0.4,2.3,1.8,10.5,,8.12
896,Brian Evans,Indiana,,124,4,29.1,4.6,10.2,.449,3.1,6.5,.473,1.5,3.7,.408,3.1,3.8,.800,,,6.0,2.7,0.8,0.4,1.8,1.9,13.7,,10.77
897,Travis Knight,UConn,,124,41,18.5,2.6,5.0,.518,2.6,4.9,.522,0.0,0.0,.000,1.0,1.6,.622,,,6.0,1.1,0.6,1.4,1.4,2.5,6.1,,7.49
898,Othella Harrington,Georgetown,,132,37,28.2,4.9,8.8,.561,4.9,8.7,.563,0.0,0.0,.000,4.1,5.6,.732,,,7.4,1.0,0.8,1.5,2.5,2.8,13.9,,9.25
899,Mark Hendrickson,Washington State,,108,,33.1,4.9,8.6,.567,4.4,7.4,.597,0.4,1.1,.374,3.7,5.1,.731,,,8.6,1.6,0.8,0.3,2.2,3.1,13.9,,6.96
900,Moochie Norris,Auburn,,29,27,34.8,4.3,10.8,.397,2.3,5.2,.444,2.0,5.6,.354,2.0,2.9,.699,,,4.0,4.9,1.8,0.0,2.6,1.9,12.5,,6.98
901,Jeff McInnis,UNC,,100,62,25.6,4.0,8.8,.459,2.7,5.3,.500,1.4,3.5,.397,1.8,2.6,.719,,,2.8,4.4,1.1,0.0,2.0,1.8,11.3,,11.26
902,Steve Hamer,Tennessee,,104,91,27.9,5.0,8.9,.558,5.0,8.8,.562,0.0,0.1,.273,3.6,5.5,.661,,,7.2,0.7,0.4,1.2,2.1,2.6,13.6,,8.54
903,Jason Sasser,Texas Tech,,119,31,32.4,6.2,13.0,.474,5.5,10.8,.514,0.6,2.2,.285,4.7,6.4,.727,,,7.5,2.6,1.2,0.1,2.6,2.4,17.7,,1.52
904,Randy Livingston,LSU,,29,,29.9,3.6,9.2,.392,2.9,6.3,.459,0.7,2.9,.247,2.5,3.4,.720,,,3.2,7.6,2.3,0.2,4.2,2.1,10.4,,6.30
905,Ben Davis,Arizona,,54,40,27.4,4.7,8.7,.544,4.7,8.7,.544,0.0,0.0,,3.1,4.5,.676,,,8.1,0.6,0.6,0.5,2.1,2.7,12.5,,
906,Malik Rose,Drexel,,120,,30.4,6.1,11.1,.549,6.1,10.9,.554,0.1,0.2,.292,4.6,7.2,.641,,,12.6,1.0,0.8,1.0,2.8,3.3,16.9,,-5.85
907,Marcus Brown,Murray State,,118,,28.7,6.2,12.7,.493,4.8,8.7,.548,1.5,3.9,.372,5.0,5.8,.849,,,4.1,2.5,2.0,0.3,2.2,2.7,18.9,,-5.35
908,Jamie Feick,Michigan State,,106,28,22.8,2.5,5.0,.502,2.3,4.4,.532,0.2,0.6,.294,1.4,2.4,.577,,,6.7,1.2,0.6,0.4,1.3,1.8,6.6,,8.89
909,Amal McCaskill,Marquette,,111,0,19.8,3.0,5.4,.545,2.9,5.4,.546,0.0,0.0,.400,1.8,2.8,.644,,,6.3,0.8,0.4,1.6,1.7,2.6,7.8,,5.12
910,Chris Robinson,Western Kentucky,,120,,27.8,5.4,11.4,.468,4.4,8.5,.519,1.0,3.0,.323,2.1,3.1,.689,,,5.5,1.9,1.7,0.4,2.1,2.8,13.8,,0.51
911,Mark Pope,Kentucky,,69,8,21.1,2.7,5.3,.497,2.1,4.0,.523,0.5,1.3,.416,2.1,2.9,.704,,,5.7,1.0,0.9,1.2,1.3,2.8,7.9,,
912,Jeff Nordgaard,Green Bay,,120,,29.4,6.4,11.6,.556,6.3,11.2,.564,0.1,0.4,.302,2.9,4.0,.741,,,5.8,2.0,0.9,0.4,2.0,2.2,15.9,,-2.36
913,Shandon Anderson,Georgia,,118,,26.8,4.9,9.9,.498,4.5,8.5,.532,0.4,1.4,.291,2.6,4.1,.634,,,5.0,2.7,1.8,0.3,2.9,2.5,12.9,,7.90
914,Reggie Geary,Arizona,,127,101,28.0,2.5,5.7,.432,1.6,3.1,.501,0.9,2.6,.347,1.2,2.0,.589,,,2.7,4.4,1.6,0.6,2.4,2.8,7.0,,8.98
915,Drew Barry,Georgia Tech,,117,98,33.1,3.5,7.8,.447,2.0,3.7,.535,1.5,4.1,.369,2.2,2.8,.778,,,4.1,6.2,1.6,0.4,3.1,1.8,10.7,,10.29
916,Joe Smith,Maryland,,64,64,32.8,7.0,12.8,.551,6.9,12.4,.555,0.2,0.4,.423,5.9,8.0,.738,,,10.7,1.0,1.5,3.0,2.0,3.0,20.2,,8.85
917,Antonio McDyess,Alabama,,59,48,25.1,5.4,10.1,.533,5.4,10.1,.534,0.0,0.0,.000,2.0,3.3,.625,,,9.3,0.5,1.0,1.8,2.2,3.1,12.8,,6.32
918,Jerry Stackhouse,UNC,,69,34,27.6,5.1,10.3,.496,4.6,8.7,.522,0.6,1.6,.355,4.9,6.7,.720,,,6.6,2.3,1.3,1.1,2.9,1.9,15.7,,11.18
919,Rasheed Wallace,UNC,,69,41,25.5,5.5,8.6,.635,5.4,8.6,.637,0.0,0.1,.250,2.1,3.4,.621,,,7.4,0.8,0.6,2.3,1.5,2.6,13.0,,11.18
920,Bryant Reeves,Oklahoma State,,136,133,30.6,6.4,11.0,.585,6.4,10.9,.587,0.0,0.1,.125,4.5,7.0,.648,,,8.5,1.0,0.5,1.4,2.4,3.2,17.4,,9.82
921,Damon Stoudamire,Arizona,,123,92,29.8,5.0,10.9,.457,2.8,5.4,.514,2.2,5.5,.402,2.8,3.5,.804,,,3.8,5.4,1.4,0.1,3.1,2.0,15.0,,8.93
922,Shawn Respert,Michigan State,,119,58,33.0,7.3,15.1,.484,4.5,8.9,.504,2.8,6.1,.454,3.9,4.6,.857,,,3.5,2.5,1.2,0.1,2.9,2.0,21.3,,9.71
923,Ed O'Bannon,UCLA,,117,0,29.7,5.8,11.3,.513,5.0,9.3,.539,0.8,2.0,.394,3.1,4.3,.739,,,7.0,1.8,1.2,0.8,2.2,2.1,15.5,,8.91
924,Kurt Thomas,TCU,,87,,23.7,6.6,12.7,.524,6.5,12.0,.540,0.2,0.7,.250,3.9,5.7,.682,,,9.0,1.2,1.0,1.9,2.2,3.3,17.4,,1.33
925,Gary Trent,Ohio,,93,,33.8,8.6,14.9,.573,8.4,14.2,.590,0.2,0.7,.246,5.4,7.8,.687,,,11.3,2.0,0.6,1.1,3.3,2.2,22.7,,0.19
926,Cherokee Parks,Duke,,131,99,26.4,4.8,8.7,.551,4.5,7.9,.572,0.3,0.8,.333,2.7,3.5,.755,,,6.7,0.8,0.7,1.8,1.6,2.1,12.5,,10.44
927,Corliss Williamson,Arkansas,,91,80,29.1,7.2,12.4,.583,7.2,12.3,.585,0.0,0.1,.167,4.5,6.8,.672,,,7.1,2.1,1.2,1.0,2.4,2.5,19.0,,8.77
928,Eric Williams,Providence,,60,,30.4,5.8,12.9,.453,5.4,11.5,.466,0.5,1.4,.349,4.5,6.7,.673,,,5.9,1.9,1.6,1.1,2.2,2.7,16.7,,8.75
929,Brent Barry,Oregon State,,108,13,28.9,4.0,8.4,.480,2.8,4.9,.575,1.2,3.5,.345,2.8,3.5,.794,,,3.7,3.3,1.8,0.6,2.9,2.5,12.1,,9.12
930,Alan Henderson,Indiana,,124,51,29.0,6.2,11.4,.540,6.1,11.2,.546,0.0,0.2,.231,3.6,5.6,.646,,,8.8,1.1,1.2,1.7,1.8,2.8,16.0,,11.15
931,Bob Sura,Florida State,,119,98,33.6,6.1,13.7,.450,4.3,8.3,.523,1.8,5.4,.336,3.8,5.8,.652,,,6.0,3.7,1.8,0.3,3.4,2.5,17.9,,9.97
932,Theo Ratliff,Wyoming,,111,,26.4,3.8,6.9,.547,3.8,6.9,.551,0.0,0.1,.143,2.7,4.4,.608,,,5.9,0.7,0.6,3.8,1.9,2.9,10.3,,3.38
933,Randolph Childress,Wake Forest,,120,90,33.1,5.4,12.1,.446,2.7,5.2,.514,2.7,6.9,.395,4.9,6.0,.804,,,3.0,3.9,1.5,0.2,3.2,2.4,18.4,,9.05
934,Jason Caffey,Alabama,,119,79,24.3,4.1,8.1,.509,4.1,7.9,.514,0.0,0.2,.222,2.2,3.8,.578,,,6.3,1.0,0.6,0.6,2.4,2.4,10.4,,6.94
935,Michael Finley,Wisconsin,,115,28,34.3,6.4,14.6,.440,4.6,9.1,.501,1.9,5.5,.338,4.0,5.2,.769,,,5.6,3.2,1.5,0.7,2.8,2.5,18.7,,7.83
936,Travis Best,Georgia Tech,,124,122,36.3,5.7,12.4,.456,3.6,7.1,.503,2.1,5.3,.393,3.2,3.9,.809,,,3.1,5.6,1.8,0.1,2.6,2.5,16.6,,9.77
937,Loren Meyer,Iowa State,,111,77,22.4,4.4,7.8,.556,4.3,7.7,.562,0.0,0.1,.214,2.8,3.9,.713,,,6.1,1.1,0.5,1.2,1.8,2.6,11.5,,8.17
938,David Vaughn,Memphis,,92,,30.6,5.4,11.1,.486,5.3,10.7,.493,0.2,0.5,.333,3.2,4.3,.749,,,9.8,0.9,0.9,2.6,2.8,3.0,14.2,,7.50
939,Sherell Ford,UIC,,88,,34.2,9.0,18.6,.482,7.8,15.3,.512,1.2,3.3,.347,3.8,5.3,.704,,,9.2,1.3,1.7,1.9,,,22.9,,-3.33
940,Mario Bennett,Arizona State,,87,58,31.3,6.2,10.6,.587,6.0,9.8,.610,0.2,0.8,.294,3.1,5.8,.530,,,7.8,1.6,1.1,2.2,2.8,3.0,15.7,,8.17
941,Greg Ostertag,Kansas,,127,64,16.1,3.1,5.6,.550,3.1,5.5,.553,0.0,0.0,.000,1.5,2.5,.604,,,6.1,0.3,0.3,2.0,1.4,2.1,7.6,,9.83
942,Cory Alexander,Virginia,,85,85,33.6,5.4,12.6,.427,3.7,7.7,.485,1.7,5.0,.336,2.7,3.8,.693,,,3.5,4.7,1.2,0.2,3.3,2.2,15.1,,10.15
943,Lou Roe,UMass,,134,96,27.9,4.9,9.3,.529,4.9,9.2,.533,0.0,0.1,.278,4.3,6.3,.690,,,8.0,1.4,0.7,0.9,2.2,2.8,14.2,,6.10
944,Terrence Rencher,Texas,,124,,35.1,6.7,15.3,.434,5.5,11.4,.481,1.2,3.9,.298,4.1,5.9,.696,,,5.0,3.5,2.1,0.2,2.5,2.2,18.6,,4.61
945,Junior Burrough,Virginia,,129,125,30.5,5.9,13.1,.449,5.8,12.8,.453,0.1,0.4,.283,3.4,5.1,.673,,,7.2,0.9,0.9,0.7,2.2,2.6,15.3,,10.15
946,Andrew DeClercq,Florida,,128,,27.4,3.9,7.4,.531,3.9,7.3,.534,0.0,0.1,.333,2.3,3.5,.663,,,7.5,1.1,1.1,1.4,2.4,3.2,10.2,,8.62
947,Jimmy King,Michigan,,130,21,31.6,4.5,9.4,.477,3.5,6.7,.528,0.9,2.7,.351,2.0,2.9,.676,,,4.1,2.7,1.4,0.3,2.5,2.1,11.9,,11.27
948,Lawrence Moten,Syracuse,,121,30,34.2,6.9,14.3,.483,5.3,9.2,.576,1.6,5.2,.316,3.8,5.3,.716,,,4.9,2.5,1.8,0.7,2.6,2.3,19.3,,8.04
949,Frankie King,Western Carolina,,56,,37.6,9.1,18.7,.484,7.6,14.6,.521,1.4,4.1,.352,7.1,9.2,.780,,,7.4,2.7,1.8,0.4,3.9,2.6,26.7,,-2.03
950,Donny Marshall,UConn,,121,67,23.9,3.5,7.4,.474,3.1,6.1,.511,0.4,1.3,.302,2.5,3.2,.791,,,4.4,1.1,1.0,0.1,1.8,2.3,9.9,,7.22
951,Dwayne Whitfield,Jackson State,,67,,25.5,5.4,9.2,.584,5.4,9.1,.588,0.0,0.1,.000,3.3,5.1,.651,,,7.7,0.5,0.4,1.0,2.6,2.9,14.1,,-6.12
952,Donnie Boyce,Colorado,,107,52,33.0,6.5,15.4,.421,5.3,11.5,.459,1.2,3.9,.308,4.5,6.7,.666,,,6.0,3.8,2.3,1.1,3.5,2.9,18.6,,7.64
953,Eric Snow,Michigan State,,113,29,25.2,2.4,4.6,.521,2.2,4.0,.565,0.2,0.7,.263,0.9,2.0,.459,,,2.6,5.3,1.3,0.1,2.3,2.2,5.9,,9.81
954,Tyus Edney,UCLA,,125,4,29.3,3.9,8.1,.481,3.1,6.0,.513,0.8,2.0,.383,3.6,4.5,.805,,,3.0,5.2,1.8,0.1,2.7,2.2,12.1,,8.91
955,Mark Davis,Old Dominion,,110,32,23.3,3.9,7.7,.501,,,,,,,1.7,2.3,.751,3.5,2.1,0.8,0.2,1.5,2.2,9.4,,2.96,,
956,Jerome Allen,Penn,,109,20,32.8,4.6,11.1,.417,3.0,6.3,.472,1.6,4.8,.343,2.8,3.8,.722,,,4.4,4.6,1.5,0.2,2.4,1.8,13.7,,-4.53
957,Fred Hoiberg,Iowa State,,126,123,34.0,5.3,10.4,.511,3.9,6.8,.569,1.5,3.6,.400,3.7,4.4,.844,,,5.9,2.8,1.6,0.1,1.8,1.7,15.8,,8.17
958,Michael McDonald,New Orleans,,88,,21.3,2.8,4.7,.593,2.8,4.7,.595,0.0,0.0,.000,1.4,2.4,.581,,,6.3,0.5,0.5,2.5,1.7,2.9,7.0,,-0.63
959,Chris Carr,Southern Illinois,,93,62,25.5,4.9,9.8,.503,4.2,7.9,.539,0.7,1.9,.358,2.9,3.8,.761,,,5.8,1.5,1.0,0.7,2.0,2.5,13.5,,1.95
960,Cuonzo Martin,Purdue,,127,102,28.9,4.6,9.7,.472,3.2,6.5,.483,1.4,3.1,.451,2.6,3.3,.777,,,3.8,2.0,0.6,0.1,1.7,1.4,13.1,,8.96
961,Don Reid,Georgetown,,122,,15.9,1.7,3.0,.579,1.7,3.0,.579,0.0,0.0,,1.1,2.0,.561,,,4.0,0.5,0.7,1.0,1.2,2.8,4.5,,8.32
962,Glenn Robinson,Purdue,,62,62,35.1,9.9,20.7,.479,8.1,16.0,.507,1.8,4.6,.385,5.9,7.7,.773,,,9.7,1.9,1.8,1.0,3.9,2.7,27.5,,9.77
